state,week,response,percentage
Illinois,1,Negative,1.8909899888765296
Illinois,1,Positive,2.2613726005784907
Indiana,1,Anxiety,21.12274678111588
Indiana,1,Depression,17.935622317596568
Indiana,1,Covid Cases,0.111942380147403
Indiana,1,Covid Deaths,0.365205887129463
Indiana,1,Negative,6.527651858567543
Indiana,1,Positive,5.537459283387622
Iowa,1,Anxiety,16.925893635571054
Iowa,1,Depression,13.933740191804707
Iowa,1,Covid Cases,0.087013660874326
Iowa,1,Covid Deaths,0.119624045796795
Iowa,1,Negative,3.5023041474654377
Iowa,1,Positive,5.446853516657853
Kansas,1,Anxiety,21.07751196172249
Kansas,1,Depression,17.50334928229665
Kansas,1,Covid Cases,0.0596882131673316
Kansas,1,Covid Deaths,0.131154148875991
Kansas,1,Negative,5.763688760806916
Kansas,1,Positive,5.831265508684863
Kentucky,1,Anxiety,16.936244541484715
Kentucky,1,Depression,14.28646288209607
Kentucky,1,Covid Cases,0.0472687497605568
Kentucky,1,Covid Deaths,0.175936984570923
Kentucky,1,Negative,3.097893432465923
Kentucky,1,Positive,2.821011673151751
Louisiana,1,Anxiety,22.03542857142857
Louisiana,1,Depression,18.864
Louisiana,1,Covid Cases,0.248152990346086
Louisiana,1,Covid Deaths,0.707797680596033
Louisiana,1,Negative,4.042179261862917
Louisiana,1,Positive,5.011520737327189
Maine,1,Anxiety,12.417102966841188
Maine,1,Depression,9.924083769633508
Maine,1,Covid Cases,0.0899286751109684
Maine,1,Covid Deaths,0.320784891219217
Maine,1,Negative,1.7114914425427872
Maine,1,Positive,3.785103785103785
Maryland,1,Anxiety,18.587128111718275
Maryland,1,Depression,15.198542805100182
Maryland,1,Covid Cases,0.223428647501423
Maryland,1,Covid Deaths,0.502466193468949
Maryland,1,Negative,1.37221269296741
Maryland,1,Positive,2.4498886414253898
Massachusetts,1,Anxiety,19.730707823310272
Massachusetts,1,Depression,15.753060138371474
Massachusetts,1,Covid Cases,0.42342756112954
Massachusetts,1,Covid Deaths,0.76459014712073
Massachusetts,1,Negative,3.3848176141965167
Massachusetts,1,Positive,4.064587973273942
Michigan,1,Anxiety,16.928280773143438
Michigan,1,Depression,14.091556459816887
Michigan,1,Covid Cases,0.218880469819841
Michigan,1,Covid Deaths,0.808816643162272
Michigan,1,Negative,4.491017964071856
Michigan,1,Positive,3.2891731384193696
Minnesota,1,Anxiety,18.249490142760028
Minnesota,1,Depression,14.636301835486064
Minnesota,1,Covid Cases,0.0412188964051988
Minnesota,1,Covid Deaths,0.202633955620591
Minnesota,1,Negative,5.099778270509978
Minnesota,1,Positive,4.71976401179941
Mississippi,1,Anxiety,17.080856123662308
Mississippi,1,Depression,14.74435196195006
Mississippi,1,Covid Cases,0.0907384767374529
Mississippi,1,Covid Deaths,0.15544568180768
Mississippi,1,Negative,3.136762860727729
Mississippi,1,Positive,3.626943005181347
Missouri,1,Anxiety,19.870242214532873
Missouri,1,Depression,16.532006920415224
Missouri,1,Covid Cases,0.056973391240664
Missouri,1,Covid Deaths,0.162168977796143
Missouri,1,Negative,5.578231292517007
Missouri,1,Positive,5.574468085106383
Montana,1,Anxiety,13.363333333333332
Montana,1,Depression,10.816666666666666
Montana,1,Covid Cases,0.0193412216046401
Montana,1,Covid Deaths,0.0477014903688996
Montana,1,Negative,1.9444444444444444
Montana,1,Positive,4.40852314474651
Nebraska,1,Anxiety,16.552816901408452
Nebraska,1,Depression,13.879401408450704
Nebraska,1,Covid Cases,0.0880639928120802
Nebraska,1,Covid Deaths,0.126866399921928
Nebraska,1,Negative,7
Nebraska,1,Positive,8.80195599022005
Nevada,1,Anxiety,20.57388316151203
Nevada,1,Depression,17.67611683848797
Nevada,1,Covid Cases,0.0708359725465112
Nevada,1,Covid Deaths,0.197988298625316
Nevada,1,Negative,2.979991485738612
Nevada,1,Positive,2.998537298878596
New Hampshire,1,Anxiety,13.765477057538238
New Hampshire,1,Depression,11.11944646758922
New Hampshire,1,Covid Cases,0.117795360822351
New Hampshire,1,Covid Deaths,0.241273372530325
New Hampshire,1,Negative,0.8278867102396514
New Hampshire,1,Positive,0.949448293559148
New Jersey,1,Anxiety,19.50255661066472
New Jersey,1,Depression,15.860482103725348
New Jersey,1,Covid Cases,0.56952825690993
New Jersey,1,Covid Deaths,1.01358947995393
New Jersey,1,Negative,1.8412698412698412
New Jersey,1,Positive,1.9453450671607224
New Mexico,1,Anxiety,20.53694968553459
New Mexico,1,Depression,17.42374213836478
New Mexico,1,Covid Cases,0.0766661421540288
New Mexico,1,Covid Deaths,0.138250211365028
New Mexico,1,Negative,5.207646671061306
New Mexico,1,Positive,5.782178217821782
New York,1,Anxiety,18.316843345111895
New York,1,Depression,15.17550058892815
New York,1,Covid Cases,0.714603799889675
New York,1,Covid Deaths,1.65675444161873
New York,1,Negative,1.0498687664041997
New York,1,Positive,0.8333333333333334
North Carolina,1,Anxiety,17.021291696238467
North Carolina,1,Depression,13.92902767920511
North Carolina,1,Covid Cases,0.048329373573526103
North Carolina,1,Covid Deaths,0.134990262649572
North Carolina,1,Negative,6.862745098039215
North Carolina,1,Positive,5.591397849462367
North Dakota,1,Anxiety,12.911764705882351
North Dakota,1,Depression,10.635549872122764
North Dakota,1,Covid Cases,0.042547744108995
North Dakota,1,Covid Deaths,0.0615032236172379
North Dakota,1,Negative,3.2989690721649483
North Dakota,1,Positive,4.394426580921758
Ohio,1,Anxiety,16.62124711316397
Ohio,1,Depression,14.041570438799075
Ohio,1,Covid Cases,0.0796375152288008
Ohio,1,Covid Deaths,0.224899312532803
Ohio,1,Negative,2.0833333333333335
Ohio,1,Positive,1.5145631067961165
Oklahoma,1,Anxiety,21.332320162107397
Oklahoma,1,Depression,17.965552178318134
Oklahoma,1,Covid Cases,0.0369273956031186
Oklahoma,1,Covid Deaths,0.167046071630219
Oklahoma,1,Negative,3.8310412573673873
Oklahoma,1,Positive,3.6446469248291566
Oregon,1,Anxiety,22.104750304506695
Oregon,1,Depression,18.557856272838
Oregon,1,Covid Cases,0.0587913758636376
Oregon,1,Covid Deaths,0.178112396401188
Oregon,1,Negative,1.779935275080906
Oregon,1,Positive,1.864125932062966
Pennsylvania,1,Anxiety,18.37289058247142
Pennsylvania,1,Depression,15.296679368535656
Pennsylvania,1,Covid Cases,0.202610167235811
Pennsylvania,1,Covid Deaths,0.404246688948237
Pennsylvania,1,Negative,5.729166666666667
Pennsylvania,1,Positive,4.784688995215311
Rhode Island,1,Anxiety,16.67146017699115
Rhode Island,1,Depression,13.321902654867255
Rhode Island,1,Covid Cases,0.273359353635444
Rhode Island,1,Covid Deaths,0.423591514761767
Rhode Island,1,Negative,1.7045454545454546
Rhode Island,1,Positive,2.3255813953488373
South Carolina,1,Anxiety,15.35093419983753
South Carolina,1,Depression,12.825345247766045
South Carolina,1,Covid Cases,0.0474754710990535
South Carolina,1,Covid Deaths,0.106694533439197
South Carolina,1,Negative,4.285714285714286
South Carolina,1,Positive,4.178019981834696
South Dakota,1,Anxiety,18.369631901840492
South Dakota,1,Depression,14.77760736196319
South Dakota,1,Covid Cases,0.0901146294868554
South Dakota,1,Covid Deaths,0.0382246193305722
South Dakota,1,Negative,4.68384074941452
South Dakota,1,Positive,7.049608355091384
Tennessee,1,Anxiety,18.86522462562396
Tennessee,1,Depression,15.920965058236272
Tennessee,1,Covid Cases,0.0589713694381893
Tennessee,1,Covid Deaths,0.0785980968871505
Tennessee,1,Negative,0.847457627118644
Tennessee,1,Positive,1.6959798994974875
Utah,1,Anxiety,18.669676048858204
Utah,1,Depression,15.688263409453
Utah,1,Covid Cases,0.0532118160903435
Utah,1,Covid Deaths,0.0959481617055114
Utah,1,Negative,6.502242152466367
Utah,1,Positive,6.6473988439306355
Vermont,1,Anxiety,13.522232734153263
Vermont,1,Depression,10.915799432355724
Vermont,1,Covid Cases,0.201806076581303
Vermont,1,Covid Deaths,0.899926953981008
Vermont,1,Negative,6.031273268801192
Vermont,1,Positive,5.920114122681883
Virginia,1,Anxiety,16.64913203577065
Virginia,1,Depression,13.726459758022092
Virginia,1,Covid Cases,0.111579442841477
Virginia,1,Covid Deaths,0.238761545580781
Virginia,1,Negative,1.3756613756613756
Virginia,1,Positive,1.3127413127413128
Washington,1,Anxiety,19.43267716535433
Washington,1,Depression,16.328346456692913
Washington,1,Covid Cases,0.158783504445503
Washington,1,Covid Deaths,0.600763594968423
Washington,1,Negative,0.6341154090044389
Washington,1,Positive,0.8064516129032258
West Virginia,1,Anxiety,16.490425531914894
West Virginia,1,Depression,14.170212765957446
West Virginia,1,Covid Cases,0.0352965100621378
West Virginia,1,Covid Deaths,0.0763624137361166
West Virginia,1,Negative,7.630057803468208
West Virginia,1,Positive,8.515057113187954
Wisconsin,1,Anxiety,16.950325732899024
Wisconsin,1,Depression,13.95928338762215
Wisconsin,1,Covid Cases,0.0477150736990046
Wisconsin,1,Covid Deaths,0.188546817218227
Wisconsin,1,Negative,3.3007334963325183
Wisconsin,1,Positive,4.324531190202832
Wyoming,1,Anxiety,16.120104438642297
Wyoming,1,Depression,13.403394255874671
Wyoming,1,Covid Cases,0.0418519740849226
Wyoming,1,Covid Deaths,0.0484313047180606
Wyoming,1,Negative,1.0452961672473868
Wyoming,1,Positive,1.3544018058690743
Alabama,2,Anxiety,31.709621993127147
Alabama,2,Depression,27.441580756013742
Alabama,2,Covid Cases,0.0372548814105165
Alabama,2,Covid Deaths,0.0812094701261741
Alabama,2,Negative,1.1904761904761905
Alabama,2,Positive,3.2323232323232323
Alaska,2,Anxiety,30.662531017369727
Alaska,2,Depression,25.787841191067
Alaska,2,Covid Cases,0.0119156984570353
Alaska,2,Covid Deaths,0.0523417479962925
Alaska,2,Negative,3.7948717948717943
Alaska,2,Positive,2.536231884057971
Arizona,2,Anxiety,33.397705544933075
Arizona,2,Depression,28.507648183556405
Arizona,2,Covid Cases,0.0271274938215714
Arizona,2,Covid Deaths,0.0658688540414183
Arizona,2,Negative,3.8302277432712217
Arizona,2,Positive,2.821011673151751
Arkansas,2,Anxiety,32.87830687830688
Arkansas,2,Depression,28.040564373897706
Arkansas,2,Covid Cases,0.0236204583180246
Arkansas,2,Covid Deaths,0.0338446319862879
Arkansas,2,Negative,4.9603174603174605
Arkansas,2,Positive,3.6971830985915495
California,2,Anxiety,38.65400552486188
California,2,Depression,32.51968232044199
California,2,Covid Cases,0.0390468357793675
California,2,Covid Deaths,0.102557573964829
California,2,Negative,1.8461538461538465
California,2,Positive,1.3885505481120584
Colorado,2,Anxiety,34.981308411214954
Colorado,2,Depression,28.76323987538941
Colorado,2,Covid Cases,0.0825794609788199
Colorado,2,Covid Deaths,0.298447550492625
Colorado,2,Negative,3.3851784080512353
Colorado,2,Positive,3.2528339083292264
Connecticut,2,Anxiety,34.43504531722054
Connecticut,2,Depression,27.68429003021148
Connecticut,2,Covid Cases,0.222855852621099
Connecticut,2,Covid Deaths,0.650854414960601
Connecticut,2,Negative,1.1613438407299876
Connecticut,2,Positive,0.6939854593522803
Delaware,2,Anxiety,24.16115107913669
Delaware,2,Depression,19.964028776978417
Delaware,2,Covid Cases,0.135768924800885
Delaware,2,Covid Deaths,0.272931849619093
Delaware,2,Negative,1.942186088527552
Delaware,2,Positive,2.343555223136375
Florida,2,Anxiety,31.51571946795647
Florida,2,Depression,26.14752116082225
Florida,2,Covid Cases,0.0361965051019038
Florida,2,Covid Deaths,0.0953151302246583
Florida,2,Negative,0.1796407185628743
Florida,2,Positive,0.4281345565749236
Georgia,2,Anxiety,31.306306306306308
Georgia,2,Depression,26.09109109109109
Georgia,2,Covid Cases,0.061685182974723
Georgia,2,Covid Deaths,0.15001647616087
Georgia,2,Negative,1.3620071684587811
Georgia,2,Positive,0.2612330198537095
Hawaii,2,Anxiety,27.806611570247934
Hawaii,2,Depression,23.186776859504132
Hawaii,2,Covid Cases,0.0334992773290629
Hawaii,2,Covid Deaths,0.0723147819922013
Hawaii,2,Negative,1.5815085158150852
Hawaii,2,Positive,0.7092198581560284
Illinois,2,Anxiety,33.20647773279352
Illinois,2,Depression,27.257085020242915
Illinois,2,Covid Cases,0.121815067710446
Illinois,2,Covid Deaths,0.274538669880039
Illinois,2,Negative,1.2977382276603633
Illinois,2,Positive,1.2358664212463844
Indiana,2,Anxiety,33.84869325997249
Indiana,2,Depression,28.7414030261348
Indiana,2,Covid Cases,0.0723284841998435
Indiana,2,Covid Deaths,0.237053741775936
Indiana,2,Negative,1.5412511332728922
Indiana,2,Positive,2.225841476655809
Iowa,2,Anxiety,30.621451104100945
Iowa,2,Depression,25.20820189274448
Iowa,2,Covid Cases,0.0685006261011504
Iowa,2,Covid Deaths,0.0961331062335904
Iowa,2,Negative,1.566820276497696
Iowa,2,Positive,1.9037546271813857
Kansas,2,Anxiety,34.96190476190476
Kansas,2,Depression,29.033333333333335
Kansas,2,Covid Cases,0.0472015250171725
Kansas,2,Covid Deaths,0.0784023928379758
Kansas,2,Negative,7.204610951008646
Kansas,2,Positive,5.955334987593053
Kentucky,2,Anxiety,31.63458401305057
Kentucky,2,Depression,26.68515497553018
Kentucky,2,Covid Cases,0.0312255535524985
Kentucky,2,Covid Deaths,0.109302081892038
Kentucky,2,Negative,5.204460966542751
Kentucky,2,Positive,3.21011673151751
Louisiana,2,Anxiety,37.805882352941175
Louisiana,2,Depression,32.36470588235294
Louisiana,2,Covid Cases,0.129174713875132
Louisiana,2,Covid Deaths,0.4000863339564
Louisiana,2,Negative,1.5817223198594024
Louisiana,2,Positive,2.3617511520737327
Maine,2,Anxiety,23.404605263157897
Maine,2,Depression,18.70559210526316
Maine,2,Covid Cases,0.0544693595251776
Maine,2,Covid Deaths,0.179620779732398
Maine,2,Negative,1.5892420537897312
Maine,2,Positive,1.9536019536019535
Maryland,2,Anxiety,36.40071343638525
Maryland,2,Depression,29.76456599286564
Maryland,2,Covid Cases,0.153819837130185
Maryland,2,Covid Deaths,0.351798425269508
Maryland,2,Negative,1.8010291595197256
Maryland,2,Positive,1.8374164810690423
Massachusetts,2,Anxiety,33.0427807486631
Massachusetts,2,Depression,26.381461675579324
Massachusetts,2,Covid Cases,0.2502946095212
Massachusetts,2,Covid Deaths,0.514960315460172
Massachusetts,2,Negative,2.0703253368386463
Massachusetts,2,Positive,2.8118040089086858
Michigan,2,Anxiety,29.193859649122807
Michigan,2,Depression,24.301754385964912
Michigan,2,Covid Cases,0.117354246316035
Michigan,2,Covid Deaths,0.462642367930481
Michigan,2,Negative,1.6467065868263473
Michigan,2,Positive,1.416171767930562
Minnesota,2,Anxiety,31.80687203791469
Minnesota,2,Depression,25.509478672985782
Minnesota,2,Covid Cases,0.0419475486770158
Minnesota,2,Covid Deaths,0.161144962826625
Minnesota,2,Negative,2.993348115299334
Minnesota,2,Positive,2.6127265065318164
Mississippi,2,Anxiety,27.052730696798495
Mississippi,2,Depression,23.35216572504708
Mississippi,2,Covid Cases,0.0591135585682164
Mississippi,2,Covid Deaths,0.11773947599464
Mississippi,2,Negative,2.5094102885821834
Mississippi,2,Positive,2.5906735751295336
Missouri,2,Anxiety,34.855842185128985
Missouri,2,Depression,29
Missouri,2,Covid Cases,0.0340376313482566
Missouri,2,Covid Deaths,0.112568817374184
Missouri,2,Negative,1.9727891156462585
Missouri,2,Positive,1.702127659574468
Montana,2,Anxiety,25.739967897271267
Montana,2,Depression,20.834670947030496
Montana,2,Covid Cases,0.00908581472715414
Montana,2,Covid Deaths,0.0232453963219003
Montana,2,Negative,1.3888888888888888
Montana,2,Positive,1.175606171932403
Nebraska,2,Anxiety,30.876847290640395
Nebraska,2,Depression,25.889983579638752
Nebraska,2,Covid Cases,0.0791163143980186
Nebraska,2,Covid Deaths,0.087830584561335
Nebraska,2,Negative,4
Nebraska,2,Positive,2.444987775061125
Nevada,2,Anxiety,35.26951399116348
Nevada,2,Depression,30.301914580265095
Nevada,2,Covid Cases,0.0398875265696487
Nevada,2,Covid Deaths,0.119416359846493
Nevada,2,Negative,1.5325670498084292
Nevada,2,Positive,1.4870794734275965
New Hampshire,2,Anxiety,25.403225806451612
New Hampshire,2,Depression,20.52016129032258
New Hampshire,2,Covid Cases,0.0777655382853437
New Hampshire,2,Covid Deaths,0.204989671063086
New Hampshire,2,Negative,0.4793028322440087
New Hampshire,2,Positive,0.3849114703618168
New Jersey,2,Anxiety,34.361647361647364
New Jersey,2,Depression,27.944658944658944
New Jersey,2,Covid Cases,0.311889119022461
New Jersey,2,Covid Deaths,0.628717281486072
New Jersey,2,Negative,1.1428571428571428
New Jersey,2,Positive,1.0189902732746643
New Mexico,2,Anxiety,36.33240611961057
New Mexico,2,Depression,30.824756606397777
New Mexico,2,Covid Cases,0.0531215149678228
New Mexico,2,Covid Deaths,0.104987676724026
New Mexico,2,Negative,2.2412656558998023
New Mexico,2,Positive,2.3366336633663365
New York,2,Anxiety,29.564638783269963
New York,2,Depression,24.494296577946766
New York,2,Covid Cases,0.368843521685432
New York,2,Covid Deaths,0.889873224818683
New York,2,Negative,0.6561679790026247
New York,2,Positive,0.6884057971014492
North Carolina,2,Anxiety,29.608641975308643
North Carolina,2,Depression,24.22962962962963
North Carolina,2,Covid Cases,0.0322377495078109
North Carolina,2,Covid Deaths,0.094529965942616
North Carolina,2,Negative,1.96078431372549
North Carolina,2,Positive,2.3655913978494625
North Dakota,2,Anxiety,28.04722222222222
North Dakota,2,Depression,23.102777777777774
North Dakota,2,Covid Cases,0.0287072246926817
North Dakota,2,Covid Deaths,0.0490140632658447
North Dakota,2,Negative,2.474226804123711
North Dakota,2,Positive,1.714898177920686
Ohio,2,Anxiety,30.409859154929578
Ohio,2,Depression,25.690140845070424
Ohio,2,Covid Cases,0.0496619478275697
Ohio,2,Covid Deaths,0.157259392347518
Ohio,2,Negative,0.5208333333333334
Ohio,2,Positive,0.5436893203883495
Oklahoma,2,Anxiety,37.4644128113879
Oklahoma,2,Depression,31.551601423487543
Oklahoma,2,Covid Cases,0.0217667078103925
Oklahoma,2,Covid Deaths,0.0970989006246696
Oklahoma,2,Negative,4.322200392927308
Oklahoma,2,Positive,5.751708428246014
Oregon,2,Anxiety,40.50892857142857
Oregon,2,Depression,34.00892857142857
Oregon,2,Covid Cases,0.0350125523393181
Oregon,2,Covid Deaths,0.105122324159021
Oregon,2,Negative,0.7551240560949298
Oregon,2,Positive,0.6213753106876554
Pennsylvania,2,Anxiety,32.05223171889838
Pennsylvania,2,Depression,26.685660018993353
Pennsylvania,2,Covid Cases,0.118400961847079
Pennsylvania,2,Covid Deaths,0.299693759308095
Pennsylvania,2,Negative,2.380952380952381
Pennsylvania,2,Positive,1.807549175970229
South Carolina,2,Anxiety,29.434579439252335
South Carolina,2,Depression,24.59190031152648
South Carolina,2,Covid Cases,0.0279903420129856
South Carolina,2,Covid Deaths,0.0743031292476529
South Carolina,2,Negative,1
South Carolina,2,Positive,2.361489554950045
South Dakota,2,Anxiety,32.37027027027027
South Dakota,2,Depression,26.04054054054054
South Dakota,2,Covid Cases,0.0590722268317462
South Dakota,2,Covid Deaths,0.0387979886205308
South Dakota,2,Negative,4.68384074941452
South Dakota,2,Positive,1.6971279373368149
Tennessee,2,Anxiety,31.020519835841313
Tennessee,2,Depression,26.17920656634747
Tennessee,2,Covid Cases,0.0377635771927848
Tennessee,2,Covid Deaths,0.0455448452851191
Tennessee,2,Negative,2.711864406779661
Tennessee,2,Positive,2.5753768844221105
Utah,2,Anxiety,37.67952840300107
Utah,2,Depression,31.662379421221864
Utah,2,Covid Cases,0.0332111519575153
Utah,2,Covid Deaths,0.0650607397866139
Utah,2,Negative,3.811659192825112
Utah,2,Positive,2.601156069364162
Vermont,2,Anxiety,25.20811287477954
Vermont,2,Depression,20.349206349206348
Vermont,2,Covid Cases,0.0991827946969907
Vermont,2,Covid Deaths,0.464572680788897
Vermont,2,Negative,1.712583767684289
Vermont,2,Positive,2.639087018544936
Virginia,2,Anxiety,30.87804878048781
Virginia,2,Depression,25.457560975609756
Virginia,2,Covid Cases,0.0793900773854163
Virginia,2,Covid Deaths,0.171358645950639
Virginia,2,Negative,1.058201058201058
Virginia,2,Positive,0.7722007722007722
Washington,2,Anxiety,37.0007496251874
Washington,2,Depression,31.089955022488756
Washington,2,Covid Cases,0.0892714007646256
Washington,2,Covid Deaths,0.325720797310641
Washington,2,Negative,0.2219403931515536
Washington,2,Positive,0.7373271889400922
West Virginia,2,Anxiety,27.435398230088495
West Virginia,2,Depression,23.575221238938052
West Virginia,2,Covid Cases,0.0196993573870726
West Virginia,2,Covid Deaths,0.046301836687011
West Virginia,2,Negative,2.8901734104046244
West Virginia,2,Positive,3.2710280373831777
Wisconsin,2,Anxiety,30.520527859237536
Wisconsin,2,Depression,25.134897360703818
Wisconsin,2,Covid Cases,0.032747102943163
Wisconsin,2,Covid Deaths,0.113547400917623
Wisconsin,2,Negative,0.9168704156479216
Wisconsin,2,Positive,1.0715652506697282
Wyoming,2,Anxiety,29.260663507109005
Wyoming,2,Depression,24.32938388625593
Wyoming,2,Covid Cases,0.0235615545312974
Wyoming,2,Covid Deaths,0.0223529098698741
Wyoming,2,Negative,1.56794425087108
Wyoming,2,Positive,1.5801354401805867
Idaho,2,Anxiety,32.65384615384615
Idaho,2,Depression,27.02991452991453
Idaho,2,Covid Cases,0.0250134073730192
Idaho,2,Covid Deaths,0.0702226542433682
Idaho,2,Negative,0.5649717514124294
Idaho,2,Positive,0.9027081243731192
Rhode Island,2,Anxiety,28.816443594646273
Rhode Island,2,Depression,23.02676864244742
Rhode Island,2,Covid Cases,0.169702937346061
Rhode Island,2,Covid Deaths,0.310493076910662
Rhode Island,2,Negative,0.2840909090909091
Rhode Island,2,Positive,0.4895960832313341
Alabama,3,Anxiety,9.478685156651258
Alabama,3,Depression,8.202876219825372
Alabama,3,Covid Cases,0.0447324247398929
Alabama,3,Covid Deaths,0.0999975017735697
Alabama,3,Negative,1.0416666666666667
Alabama,3,Positive,1.9191919191919191
Alaska,3,Anxiety,10.423450021088149
Alaska,3,Depression,8.766343315056938
Alaska,3,Covid Cases,0.0124097768226998
Alaska,3,Covid Deaths,0.0523417479962925
Alaska,3,Negative,2.871794871794872
Alaska,3,Positive,2.2256728778467907
Arizona,3,Anxiety,10.54770531400966
Arizona,3,Depression,9.003321256038648
Arizona,3,Covid Cases,0.0339360130807514
Arizona,3,Covid Deaths,0.0844397160441756
Arizona,3,Negative,1.2422360248447204
Arizona,3,Positive,1.3618677042801557
Arkansas,3,Anxiety,10.231613611416028
Arkansas,3,Depression,8.726125137211856
Arkansas,3,Covid Cases,0.0281564501213108
Arkansas,3,Covid Deaths,0.0369553518379688
Arkansas,3,Negative,4.067460317460317
Arkansas,3,Positive,2.7582159624413145
California,3,Anxiety,11.586999275437323
California,3,Depression,9.74816271607494
California,3,Covid Cases,0.0462764490293404
California,3,Covid Deaths,0.121809741159761
California,3,Negative,2.051282051282051
California,3,Positive,1.8757612667478685
Colorado,3,Anxiety,10.507485963817842
Colorado,3,Depression,8.639737991266376
Colorado,3,Covid Cases,0.0928679138806834
Colorado,3,Covid Deaths,0.365008163915239
Colorado,3,Negative,2.561756633119854
Colorado,3,Positive,2.2178413011335634
Connecticut,3,Anxiety,9.5781512605042
Connecticut,3,Depression,7.700420168067227
Connecticut,3,Covid Cases,0.24906759510289
Connecticut,3,Covid Deaths,0.745163474577743
Connecticut,3,Negative,1.907922024056408
Connecticut,3,Positive,1.8175809649702577
Delaware,3,Anxiety,7.784886416318962
Delaware,3,Depression,6.432545201668985
Delaware,3,Covid Cases,0.163124657651941
Delaware,3,Covid Deaths,0.352622994818011
Delaware,3,Negative,2.5293586269196027
Delaware,3,Positive,1.4460234355522317
Florida,3,Anxiety,10.442107371794872
Florida,3,Depression,8.663461538461538
Florida,3,Covid Cases,0.0406339612041925
Florida,3,Covid Deaths,0.109864849995562
Florida,3,Negative,0.2395209580838323
Florida,3,Positive,0.5504587155963303
Georgia,3,Anxiety,10.157518674894446
Georgia,3,Depression,8.465410847677818
Georgia,3,Covid Cases,0.0694316567952353
Georgia,3,Covid Deaths,0.170681187453148
Georgia,3,Negative,0.7168458781362007
Georgia,3,Positive,0.7836990595611285
Hawaii,3,Anxiety,8.496464646464647
Hawaii,3,Depression,7.084848484848485
Hawaii,3,Covid Cases,0.0339398206970511
Hawaii,3,Covid Deaths,0.0723147819922013
Hawaii,3,Negative,1.9464720194647205
Hawaii,3,Positive,1.4184397163120568
Idaho,3,Anxiety,9.880603448275862
Idaho,3,Depression,8.178879310344827
Idaho,3,Covid Cases,0.0270891468505413
Idaho,3,Covid Deaths,0.0764492935358836
Idaho,3,Negative,3.9548022598870056
Idaho,3,Positive,3.8114343029087263
