state,EST_ST,week,count,total_cases,total_deaths,total_cases_us,total_deaths_us,total_cases_state_all_weeks,total_deaths_state_all_weeks,percentage_cases_spatial,percentage_deaths_spatial,Response,Percentage
Alabama,1,24,915,6168642,113964,353902473,6107034,157337771,2922073,1.74303444327726,1.86611045558286,depression_percentage,17.45464480874317
Alabama,1,24,915,6168642,113964,353902473,6107034,157337771,2922073,1.74303444327726,1.86611045558286,percentage_cases_state,3.92063645035368
Alabama,1,24,915,6168642,113964,353902473,6107034,157337771,2922073,1.74303444327726,1.86611045558286,percentage_deaths_state,3.90010790284842
Alabama,1,25,1008,6354949,126011,367750323,6540703,157337771,2922073,1.72806075278417,1.92656660912443,anxiety_percentage,18.308531746031747
Alabama,1,25,1008,6354949,126011,367750323,6540703,157337771,2922073,1.72806075278417,1.92656660912443,depression_percentage,15.844246031746032
Alabama,1,25,1008,6354949,126011,367750323,6540703,157337771,2922073,1.72806075278417,1.92656660912443,percentage_cases_state,4.03904857658114
Alabama,1,25,1008,6354949,126011,367750323,6540703,157337771,2922073,1.72806075278417,1.92656660912443,percentage_deaths_state,4.31238370841522
Alabama,1,26,977,6515634,132654,379269903,6856950,157337771,2922073,1.71794122034513,1.93459191039748,anxiety_percentage,18.889457523029684
Alabama,1,26,977,6515634,132654,379269903,6856950,157337771,2922073,1.71794122034513,1.93459191039748,depression_percentage,16.346980552712385
Alabama,1,26,977,6515634,132654,379269903,6856950,157337771,2922073,1.71794122034513,1.93459191039748,percentage_cases_state,4.14117599263561
Alabama,1,26,977,6515634,132654,379269903,6856950,157337771,2922073,1.71794122034513,1.93459191039748,percentage_deaths_state,4.5397223135767
Alabama,1,27,992,6658729,136029,389709216,7073156,157337771,2922073,1.70864037251816,1.92317262619402,anxiety_percentage,18.603830645161292
Alabama,1,27,992,6658729,136029,389709216,7073156,157337771,2922073,1.70864037251816,1.92317262619402,depression_percentage,16.099798387096776
Alabama,1,27,992,6658729,136029,389709216,7073156,157337771,2922073,1.70864037251816,1.92317262619402,percentage_cases_state,4.2321236392754
Alabama,1,27,992,6658729,136029,389709216,7073156,157337771,2922073,1.70864037251816,1.92317262619402,percentage_deaths_state,4.65522250813036
Alabama,1,28,872,6807873,140396,413555826,7388536,157337771,2922073,1.64617992831759,1.90018699238929,anxiety_percentage,21.16399082568807
Alabama,1,28,872,6807873,140396,413555826,7388536,157337771,2922073,1.64617992831759,1.90018699238929,depression_percentage,18.315366972477065
Alabama,1,28,872,6807873,140396,413555826,7388536,157337771,2922073,1.64617992831759,1.90018699238929,percentage_cases_state,4.32691588086627
Alabama,1,28,872,6807873,140396,413555826,7388536,157337771,2922073,1.64617992831759,1.90018699238929,percentage_deaths_state,4.80467120431283
Alabama,1,29,948,6879600,142090,422815728,7515404,157337771,2922073,1.62709179068192,1.89065018992991,anxiety_percentage,19.467299578059073
Alabama,1,29,948,6879600,142090,422815728,7515404,157337771,2922073,1.62709179068192,1.89065018992991,depression_percentage,16.84704641350211
Alabama,1,29,948,6879600,142090,422815728,7515404,157337771,2922073,1.62709179068192,1.89065018992991,percentage_cases_state,4.37250378995136
Alabama,1,29,948,6879600,142090,422815728,7515404,157337771,2922073,1.62709179068192,1.89065018992991,percentage_deaths_state,4.8626437464088
Alabama,1,30,686,7013343,143717,429112805,7628850,157337771,2922073,1.63438212942632,1.88386191889997,anxiety_percentage,26.90233236151603
Alabama,1,30,686,7013343,143717,429112805,7628850,157337771,2922073,1.63438212942632,1.88386191889997,depression_percentage,23.28134110787172
Alabama,1,30,686,7013343,143717,429112805,7628850,157337771,2922073,1.63438212942632,1.88386191889997,percentage_cases_state,4.45750753644527
Alabama,1,30,686,7013343,143717,429112805,7628850,157337771,2922073,1.63438212942632,1.88386191889997,percentage_deaths_state,4.91832339575363
Alabama,1,31,922,7076378,145184,432772697,7733730,157337771,2922073,1.63512579445371,1.87728301867275,anxiety_percentage,20.016268980477225
Alabama,1,31,922,7076378,145184,432772697,7733730,157337771,2922073,1.63512579445371,1.87728301867275,depression_percentage,17.322125813449023
Alabama,1,31,922,7076378,145184,432772697,7733730,157337771,2922073,1.63512579445371,1.87728301867275,percentage_cases_state,4.49757102507827
Alabama,1,31,922,7076378,145184,432772697,7733730,157337771,2922073,1.63512579445371,1.87728301867275,percentage_deaths_state,4.96852748031962
Alabama,1,32,879,7123615,146659,434955807,7800559,157337771,2922073,1.63777903073266,1.88010884860944,anxiety_percentage,20.995449374288963
Alabama,1,32,879,7123615,146659,434955807,7800559,157337771,2922073,1.63777903073266,1.88010884860944,depression_percentage,18.169510807736064
Alabama,1,32,879,7123615,146659,434955807,7800559,157337771,2922073,1.63777903073266,1.88010884860944,percentage_cases_state,4.52759369522274
Alabama,1,32,879,7123615,146659,434955807,7800559,157337771,2922073,1.63777903073266,1.88010884860944,percentage_deaths_state,5.01900534312456
Alabama,1,33,810,7156650,147476,437380590,7853097,157337771,2922073,1.63625230831574,1.87793427230047,anxiety_percentage,22.78395061728395
Alabama,1,33,810,7156650,147476,437380590,7853097,157337771,2922073,1.63625230831574,1.87793427230047,depression_percentage,19.717283950617283
Alabama,1,33,810,7156650,147476,437380590,7853097,157337771,2922073,1.63625230831574,1.87793427230047,percentage_cases_state,4.54858992504731
Alabama,1,33,810,7156650,147476,437380590,7853097,157337771,2922073,1.63625230831574,1.87793427230047,percentage_deaths_state,5.04696494577651
Alabama,1,34,857,7483272,149493,451183101,7948347,157337771,2922073,1.65858871562656,1.88080616007328,anxiety_percentage,21.534422403733956
Alabama,1,34,857,7483272,149493,451183101,7948347,157337771,2922073,1.65858871562656,1.88080616007328,depression_percentage,18.635939323220537
Alabama,1,34,857,7483272,149493,451183101,7948347,157337771,2922073,1.65858871562656,1.88080616007328,percentage_cases_state,4.75618279859831
Alabama,1,34,857,7483272,149493,451183101,7948347,157337771,2922073,1.65858871562656,1.88080616007328,percentage_deaths_state,5.11599128426976
Alabama,1,35,945,8012913,151796,470282286,8038989,157337771,2922073,1.70385175851595,1.88824739031239,anxiety_percentage,19.52910052910053
Alabama,1,35,945,8012913,151796,470282286,8038989,157337771,2922073,1.70385175851595,1.88824739031239,depression_percentage,16.900529100529102
Alabama,1,35,945,8012913,151796,470282286,8038989,157337771,2922073,1.70385175851595,1.88824739031239,percentage_cases_state,5.09280953268367
Alabama,1,35,945,8012913,151796,470282286,8038989,157337771,2922073,1.70385175851595,1.88824739031239,percentage_deaths_state,5.19480519480519
Alabama,1,36,918,8701521,156647,496698578,8212460,157337771,2922073,1.75187153445001,1.90743090377305,anxiety_percentage,20.103485838779957
Alabama,1,36,918,8701521,156647,496698578,8212460,157337771,2922073,1.75187153445001,1.90743090377305,depression_percentage,17.39760348583878
Alabama,1,36,918,8701521,156647,496698578,8212460,157337771,2922073,1.75187153445001,1.90743090377305,percentage_cases_state,5.53047176446907
Alabama,1,36,918,8701521,156647,496698578,8212460,157337771,2922073,1.75187153445001,1.90743090377305,percentage_deaths_state,5.36081747444366
Alabama,1,37,885,9476165,162352,525106961,8480704,157337771,2922073,1.80461614562371,1.91436937310865,anxiety_percentage,20.853107344632768
Alabama,1,37,885,9476165,162352,525106961,8480704,157337771,2922073,1.80461614562371,1.91436937310865,depression_percentage,18.046327683615814
Alabama,1,37,885,9476165,162352,525106961,8480704,157337771,2922073,1.80461614562371,1.91436937310865,percentage_cases_state,6.0228163522159
Alabama,1,37,885,9476165,162352,525106961,8480704,157337771,2922073,1.80461614562371,1.91436937310865,percentage_deaths_state,5.55605558108918
Alabama,1,38,794,10083202,175230,551080385,8831887,157337771,2922073,1.82971527828921,1.98406071092169,anxiety_percentage,23.243073047858942
Alabama,1,38,794,10083202,175230,551080385,8831887,157337771,2922073,1.82971527828921,1.98406071092169,depression_percentage,20.114609571788417
Alabama,1,38,794,10083202,175230,551080385,8831887,157337771,2922073,1.82971527828921,1.98406071092169,percentage_cases_state,6.40863407172585
Alabama,1,38,794,10083202,175230,551080385,8831887,157337771,2922073,1.82971527828921,1.98406071092169,percentage_deaths_state,5.99677010122608
Alabama,1,39,714,10434995,189461,570984508,9178044,157337771,2922073,1.82754432980168,2.06428515705525,anxiety_percentage,25.84733893557423
Alabama,1,39,714,10434995,189461,570984508,9178044,157337771,2922073,1.82754432980168,2.06428515705525,depression_percentage,22.368347338935575
Alabama,1,39,714,10434995,189461,570984508,9178044,157337771,2922073,1.82754432980168,2.06428515705525,percentage_cases_state,6.63222501099243
Alabama,1,39,714,10434995,189461,570984508,9178044,157337771,2922073,1.82754432980168,2.06428515705525,percentage_deaths_state,6.48378736602405
Alaska,2,1,1823,4574,91,13644993,786250,19025322,91705,0.0335214536203866,0.011573926868044499,anxiety_percentage,13.55677454744926
Alaska,2,1,1823,4574,91,13644993,786250,19025322,91705,0.0335214536203866,0.011573926868044499,depression_percentage,11.401535929786068
Alaska,2,1,1823,4574,91,13644993,786250,19025322,91705,0.0335214536203866,0.011573926868044499,percentage_cases_state,0.0240416430271193
Alaska,2,1,1823,4574,91,13644993,786250,19025322,91705,0.0335214536203866,0.011573926868044499,percentage_deaths_state,0.0992312305763045
Alaska,2,2,806,2267,48,7940175,474933,19025322,91705,0.0285510080067505,0.0101066887329371,anxiety_percentage,30.662531017369727
Alaska,2,2,806,2267,48,7940175,474933,19025322,91705,0.0285510080067505,0.0101066887329371,depression_percentage,25.787841191067
Alaska,2,2,806,2267,48,7940175,474933,19025322,91705,0.0285510080067505,0.0101066887329371,percentage_cases_state,0.0119156984570353
Alaska,2,2,806,2267,48,7940175,474933,19025322,91705,0.0285510080067505,0.0101066887329371,percentage_deaths_state,0.0523417479962925
Alaska,2,3,2371,2361,48,8896630,534045,19025322,91705,0.026538138598548,0.00898800662865489,anxiety_percentage,10.423450021088149
Alaska,2,3,2371,2361,48,8896630,534045,19025322,91705,0.026538138598548,0.00898800662865489,depression_percentage,8.766343315056938
Alaska,2,3,2371,2361,48,8896630,534045,19025322,91705,0.026538138598548,0.00898800662865489,percentage_cases_state,0.0124097768226998
Alaska,2,3,2371,2361,48,8896630,534045,19025322,91705,0.026538138598548,0.00898800662865489,percentage_deaths_state,0.0523417479962925
Alaska,2,4,1425,2452,48,9837494,582599,19025322,91705,0.0249250469682624,0.00823894308091844,anxiety_percentage,17.34315789473684
Alaska,2,4,1425,2452,48,9837494,582599,19025322,91705,0.0249250469682624,0.00823894308091844,depression_percentage,14.5859649122807
Alaska,2,4,1425,2452,48,9837494,582599,19025322,91705,0.0249250469682624,0.00823894308091844,percentage_cases_state,0.0128880867298856
Alaska,2,4,1425,2452,48,9837494,582599,19025322,91705,0.0249250469682624,0.00823894308091844,percentage_deaths_state,0.0523417479962925
Alaska,2,5,1507,2749,48,10727153,623896,19025322,91705,0.02562655720488,0.00769358995730058,anxiety_percentage,16.39946914399469
Alaska,2,5,1507,2749,48,10727153,623896,19025322,91705,0.02562655720488,0.00769358995730058,depression_percentage,13.792302587923023
Alaska,2,5,1507,2749,48,10727153,623896,19025322,91705,0.02562655720488,0.00769358995730058,percentage_cases_state,0.0144491641192722
Alaska,2,5,1507,2749,48,10727153,623896,19025322,91705,0.02562655720488,0.00769358995730058,percentage_deaths_state,0.0523417479962925
Alaska,2,6,1212,3501,49,11646234,661268,19025322,91705,0.0300612197900197,0.00741000623045422,anxiety_percentage,20.39108910891089
Alaska,2,6,1212,3501,49,11646234,661268,19025322,91705,0.0300612197900197,0.00741000623045422,depression_percentage,17.1493399339934
Alaska,2,6,1212,3501,49,11646234,661268,19025322,91705,0.0300612197900197,0.00741000623045422,percentage_cases_state,0.0184017910445878
Alaska,2,6,1212,3501,49,11646234,661268,19025322,91705,0.0300612197900197,0.00741000623045422,percentage_deaths_state,0.0534322010795486
Alaska,2,7,790,4299,59,12570310,693159,19025322,91705,0.0341996338992435,0.00851175560008598,anxiety_percentage,31.28354430379747
Alaska,2,7,790,4299,59,12570310,693159,19025322,91705,0.0341996338992435,0.00851175560008598,depression_percentage,26.310126582278478
Alaska,2,7,790,4299,59,12570310,693159,19025322,91705,0.0341996338992435,0.00851175560008598,percentage_cases_state,0.0225962009999095
Alaska,2,7,790,4299,59,12570310,693159,19025322,91705,0.0341996338992435,0.00851175560008598,percentage_deaths_state,0.0643367319121095
Alaska,2,8,1954,5094,60,13688447,718836,19025322,91705,0.0372138636325947,0.00834682737091631,anxiety_percentage,12.64790174002047
Alaska,2,8,1954,5094,60,13688447,718836,19025322,91705,0.0372138636325947,0.00834682737091631,depression_percentage,10.637154554759467
Alaska,2,8,1954,5094,60,13688447,718836,19025322,91705,0.0372138636325947,0.00834682737091631,percentage_cases_state,0.0267748424967525
Alaska,2,8,1954,5094,60,13688447,718836,19025322,91705,0.0372138636325947,0.00834682737091631,percentage_deaths_state,0.0654271849953656
Alaska,2,9,1457,6276,70,15271347,754416,19025322,91705,0.0410965712454835,0.00927870034569787,anxiety_percentage,16.962251201098148
Alaska,2,9,1457,6276,70,15271347,754416,19025322,91705,0.0410965712454835,0.00927870034569787,depression_percentage,14.265614275909403
Alaska,2,9,1457,6276,70,15271347,754416,19025322,91705,0.0410965712454835,0.00927870034569787,percentage_cases_state,0.0329876151373417
Alaska,2,9,1457,6276,70,15271347,754416,19025322,91705,0.0410965712454835,0.00927870034569787,percentage_deaths_state,0.0763317158279265
Alaska,2,10,1278,8042,82,17321941,779487,19025322,91705,0.046426667773548,0.0105197392644136,anxiety_percentage,19.338028169014084
Alaska,2,10,1278,8042,82,17321941,779487,19025322,91705,0.046426667773548,0.0105197392644136,depression_percentage,16.263693270735523
Alaska,2,10,1278,8042,82,17321941,779487,19025322,91705,0.046426667773548,0.0105197392644136,percentage_cases_state,0.042269981028442
Alaska,2,10,1278,8042,82,17321941,779487,19025322,91705,0.046426667773548,0.0105197392644136,percentage_deaths_state,0.0894171528269996
Alaska,2,11,1171,10268,90,19735326,808303,19025322,91705,0.0520285299568905,0.0111344384469685,anxiety_percentage,21.105038428693423
Alaska,2,11,1171,10268,90,19735326,808303,19025322,91705,0.0520285299568905,0.0111344384469685,depression_percentage,17.749786507258754
Alaska,2,11,1171,10268,90,19735326,808303,19025322,91705,0.0520285299568905,0.0111344384469685,percentage_cases_state,0.0539701772196024
Alaska,2,11,1171,10268,90,19735326,808303,19025322,91705,0.0520285299568905,0.0111344384469685,percentage_deaths_state,0.0981407774930484
Alaska,2,12,1012,13484,94,22513159,840740,19025322,91705,0.0598938602974376,0.0111806265908604,anxiety_percentage,24.42094861660079
Alaska,2,12,1012,13484,94,22513159,840740,19025322,91705,0.0598938602974376,0.0111806265908604,depression_percentage,20.538537549407113
Alaska,2,12,1012,13484,94,22513159,840740,19025322,91705,0.0598938602974376,0.0111806265908604,percentage_cases_state,0.0708739647087182
Alaska,2,12,1012,13484,94,22513159,840740,19025322,91705,0.0598938602974376,0.0111806265908604,percentage_deaths_state,0.102502589826073
Alaska,2,13,2141,73664,408,75392468,2322210,19025322,91705,0.0977073731025757,0.0175694704613278,anxiety_percentage,11.543204110228864
Alaska,2,13,2141,73664,408,75392468,2322210,19025322,91705,0.0977073731025757,0.0175694704613278,depression_percentage,9.708080336291452
Alaska,2,13,2141,73664,408,75392468,2322210,19025322,91705,0.0977073731025757,0.0175694704613278,percentage_cases_state,0.387189241790494
