tokens;week;sum
productive;1;2
products;1;6
professional;1;2
professionally;1;1
professionals;1;27
professor;1;1
professors;1;2
profiling;1;1
profit;1;2
profits;1;6
profound;1;1
program;1;41
programming;1;3
programs;1;20
progress;1;4
prohibit;1;1
prohibited;1;2
project;1;3
projected;1;1
projections;1;1
projects;1;3
promised;1;1
promises;1;1
promoting;1;1
promotion;1;2
prong;1;1
proof;1;1
prop;1;1
propaganda;1;2
proper;1;2
properly;1;1
property;1;3
proposal;1;12
proposals;1;1
propose;1;1
proposed;1;6
proposes;1;1
proposing;1;2
propublica;1;1
pros;1;3
prosecute;1;1
prosecutor;1;1
prospects;1;1
prosper;1;1
prosperity;1;1
protect;1;91
protect_nm;1;1
protected;1;6
protecting;1;14
protection;1;21
protections;1;18
protective;1;18
protectourcare;1;3
protects;1;4
protégé;1;2
protegerse;1;1
protest;1;2
protesters;1;1
protocols;1;2
proud;1;44
prouder;1;1
proudly;1;3
proven;1;1
proves;1;1
provide;1;85
provided;1;9
provider;1;8
providers;1;68
providing;1;25
province;1;1
proving;1;2
provision;1;1
provisions;1;3
proximity;1;1
prrer0dkgj;1;1
ps58rock6f;1;1
psa;1;1
psa’s;1;2
public;1;126
public's;1;1
publicly;1;4
publishing;1;1
pud2gkcd9p;1;1
pueblos;1;1
puedan;1;1
puede;1;1
pull;1;1
pulling;1;1
purchase;1;4
purchasing;1;2
purely;1;1
puritan;1;2
pursue;1;2
pursuing;1;1
pursuit;1;1
purveyor;1;1
push;1;9
pushed;1;2
pushes;1;1
pushing;1;10
putszo2hq8;1;1
putting;1;17
pvyqzuz6nm;1;1
pwzeglnfl9;1;1
pxbanp0bty;1;1
pyc0o5aqo6;1;1
pyehycqyzj;1;1
pyhxpnzv9d;1;1
q09icgdiz7;1;1
q1giuuxofg;1;1
q2idrnshml;1;1
q4wfslvgrp;1;1
q74fogpz9q;1;1
q9vguclr65;1;1
qavfqn1910;1;1
qbhhxxlsf0;1;1
qcx5r7kywc;1;1
qdyxl43ihm;1;1
qex8m8h6aj;1;1
qfi0q3tj0k;1;1
qg0bkvxump;1;1
qhjo9tkxiu;1;1
qhkwqppurg;1;1
qihwwdapr3;1;1
qijnabnglr;1;1
qjqjfgvz93;1;1
qju15xsw53;1;1
qk5uwpgks6;1;1
ql2466vhgu;1;1
ql66if0d61;1;1
qllilfwfeh;1;2
qm0wjoom2g;1;1
qntzwh9ur7;1;1
qorrdrono3;1;1
qq5zvawia2;1;1
qsd4mnorto;1;1
qsfb4txsh0;1;1
qsoyaeu2ux;1;1
qtujghwkfu;1;1
qualified;1;2
quality;1;11
quarantine;1;10
quarantinebaby;1;1
question;1;4
questionable;1;1
questions;1;32
quick;1;3
quicken;1;1
quickly;1;13
qulaqsr13p;1;1
qunsspe4jf;1;1
quo;1;1
qv9wn7gxvi;1;1
qvomlp9vsz;1;1
qvumwltgvc;1;1
qw1wanlnbt;1;1
qxs15nxknu;1;1
qxubl3kkj6;1;1
qxyzg0clga;1;1
qywb4wsscc;1;2
qyxjkcewva;1;1
qzcxphtod7;1;1
qzuhso0g4r;1;1
qzxyzlsdcu;1;1
r5f6fadbc0;1;1
r8giyga8pq;1;1
r9ngw2fbxm;1;1
race;1;3
races;1;1
racial;1;15
racism;1;6
racist;1;3
rack;1;1
radical;1;1
radio;1;4
raf8dlokdz;1;1
rages;1;1
raise;1;5
raised;1;1
raises;1;1
raising_canes;1;1
ralphamsden;1;1
ramadan;1;4
ramadankareem;1;1
ramadanmubarak;1;1
ramp;1;1
ramping;1;2
rana;1;2
ranchers;1;6
randpaul;1;1
randpaul⁩;1;1
range;1;2
ranking;1;2
rapid;1;2
rapidly;1;3
ratcliffe;1;4
rate;1;4
rates;1;1
rational;1;2
rationing;1;3
raytheon;1;1
razlepn59g;1;1
rcxwwkxtnr;1;1
reach;1;9
reached;1;2
reaches;1;1
reactor;1;1
read;1;40
readiness;1;1
reading;1;1
ready;1;9
reaffirming;1;1
reaffirms;1;1
real;1;15
realdonaldtrump;1;30
realdonaldtrump's;1;2
realdonaldtrump’s;1;4
reality;1;2
rearview;1;1
reason;1;10
reasonable;1;1
reasons;1;2
reassurance;1;1
rebhdo5v1w;1;1
rebound;1;1
rebuild;1;2
receive;1;28
received;1;16
receiving;1;13
recent;1;9
recently;1;7
recibiendo;1;1
recipe;1;1
recipient;1;1
reckless;1;1
recklessly;1;1
recognition;1;2
recognize;1;13
recognized;1;1
recognizing;1;2
recommend;1;1
recommendations;1;2
recommends;1;1
recommit;1;1
reconnect;1;1
reconsider;1;1
reconvenes;1;2
reconvening;1;3
record;1;2
recover;1;4
recovered;1;6
recoveries;1;1
recovering;1;1
recovery;1;16
recruit;1;3
recruiting;1;1
recruitment;1;2
recurso;1;2
red;1;3
redcross;1;1
redress;1;1
reduce;1;5
reduced;1;2
reduction;1;2
reductions;1;1
reel;1;1
reelection;1;1
reexamine;1;1
refill;1;3
refilling;1;1
reflect;1;1
reflects;1;2
reform;1;2
reforms;1;2
refugee;1;2
refugees;1;1
refuse;1;1
refused;1;1
refusing;1;3
regain;1;1
regard;1;1
regime;1;1
region;1;2
regional;1;2
regions;1;3
register;1;3
regular;1;3
regulation;1;1
regulations;1;4
regulator;1;1
regulators;1;1
regulatory;1;2
rehired;1;4
rehiring;1;1
reign;1;2
reimbursement;1;3
reimbursements;1;4
reject;1;1
rejected;1;2
rejoin;1;1
rel7xp1hkc;1;1
relacionada;1;1
relacionadas;1;1
related;1;24
relationship;1;1
relationships;1;1
relative;1;1
relax;1;1
release;1;12
released;1;5
releasing;1;1
relevant;1;1
reliable;1;10
reliant;1;1
relief;1;127
relies;1;1
relieved;1;2
rely;1;14
relying;1;6
remain;1;12
remaining;1;1
remains;1;5
remarkable;1;2
remarks;1;1
remdesivir;1;1
remedies;1;1
remember;1;12
remind;1;2
reminder;1;11
reminding;1;3
reminds;1;5
remote;1;3
remove;1;2
removed;1;2
removes;1;1
renaud;1;1
renew;1;1
renewal;1;1
renewyourdaca;1;1
reno;1;1
rent;1;3
rental;1;4
rentreliefnow;1;1
reopen;1;40
reopen responsibly ;1;1
reopened;1;4
reopening;1;16
repadriansmith;1;1
repandylevin;1;3
repangiecraig;1;1
repannaeshoo;1;1
reparmstrongnd;1;1
repbenraylujan;1;2
repbobbyrush;1;1
repdancrenshaw;1;1
repdannydavis;1;1
repdebhaaland;1;1
repdelbene;1;1
repdianadegette;1;1
repdonyoung;1;1
repeal;1;3
repeated;1;2
repeatedly;1;1
repeating;1;1
repjasoncrow;1;1
repjayapal;1;3
repjoeneguse;1;1
replace;1;1
replbr;1;1
replenish;1;2
replenishes;1;1
replenishing;1;1
replenishment;1;1
replloyddoggett;1;1
replying;1;1
repmarciafudge;1;1
repmarkpocan;1;1
report;1;11
reported;1;5
reportedly;1;1
reporting;1;5
reports;1;6
repperlmutter;1;1
reppressley;1;5
reprehensible;1;2
represent;1;2
representatives;1;2
represented;1;1
represents;1;1
reprobinkelly;1;1
reprokhanna;1;2
repronkind;1;1
reps;1;1
repsarbanes;1;2
repschakowsky’s;1;1
reptedbudd;1;1
reptorressmall;1;1
repubican;1;1
republican;1;3
republicans;1;12
repunderwood;1;1
request;1;2
requested;1;2
requesting;1;7
requests;1;3
require;1;10
required;1;4
requirement;1;1
requirements;1;3
requires;1;5
requiring;1;4
rescue;1;4
rescuing;1;1
research;1;11
researchers;1;1
reserve;1;1
resettlement;1;2
resident;1;1
residents;1;16
resilience;1;2
resilient;1;4
resist;1;1
resolution;1;1
resolve;1;1
resource;1;6
resources;1;95
respect;1;2
respected;1;1
respirator;1;1
respirators;1;2
respiratory;1;1
respite;1;1
respond;1;17
responded;1;2
responder;1;1
responders;1;22
responding;1;7
response;1;72
responses;1;1
responsibility;1;4
responsible;1;3
responsibly;1;1
rest;1;4
restart;1;4
restarted;1;1
restarting;1;1
restaurant;1;2
restaurantes;1;1
restaurants;1;2
restrict;1;1
restricting;1;2
restrictions;1;1
result;1;8
resulted;1;1
resulting;1;1
results;1;1
resume;1;4
resumed;1;1
retail;1;2
retain;1;2
retaliation;1;1
retire;1;1
retired;1;1
retooling;1;1
return;1;5
returned;1;1
returning;1;3
returns;1;2
reunifications;1;2
reusable;1;2
reused;1;1
revealed;1;1
revealing;1;1
revenue;1;3
revenues;1;1
reverse;1;3
review;1;10
reviewed;1;1
revise;1;2
revival;1;1
revjjackson;1;1
reward;1;5
rewarded;1;2
reynolds;1;1
rfhmxs34gv;1;1
rfiqducrkt;1;1
rfjyddhdoa;1;1
rfocxx1tmh;1;1
rgwfao5uhq;1;1
rhetoric;1;1
rhufbgsopn;1;1
rhwebly4jk;1;2
ri;1;2
rich;1;6
richest;1;2
rick;1;1
rid;1;1
rieats;1;1
riers;1;1
rifle;1;2
rigged;1;1
righteous;1;2
rightly;1;1
rights;1;17
rii4stkgiy;1;1
riley;1;2
ring;1;1
riots;1;1
rip;1;2
ripley;1;1
ripple;1;1
rise;1;5
risen;1;1
rising;1;2
risk;1;37
risking;1;8
risks;1;6
risky;1;1
riuiwchzhb;1;1
river;1;1
rivxcetnqt;1;1
rjke3cvrkm;1;2
rjrfrmcrrd;1;1
rkxpm7woqt;1;1
rlmxxhg5cf;1;1
rmac18;1;1
rmbphkrliv;1;1
rmsiplzqm3;1;1
rnqiqdxuja;1;1
road;1;5
roadmap;1;1
roads;1;2
robert;1;3
roblee;1;1
robust;1;3
rock;1;2
rocks;1;2
rok;1;1
role;1;18
roll;1;3
rollcall;1;1
rolled;1;1
rolling;1;2
ron;1;1
rone;1;1
ronwyden;1;3
roof;1;1
rosenworcel;1;1
rouge;1;3
rough;1;1
roughly;1;1
round;1;12
rounds;1;2
route;1;3
routine;1;3
routines;1;1
row;1;1
royalties;1;2
royblunt;1;1
rpcoalition;1;1
rpdzghfdcs;1;1
rpnpeflhdg;1;1
rqnfmajari;1;1
rqy4axv0mw;1;1
rrd0jljayb;1;1
rs;1;1
rsvp;1;1
rt;1;3
rtsnhrwwfs;1;1
rubberstamp;1;1
rule;1;11
rules;1;2
rumors;1;1
run;1;2
running;1;14
rural;1;60
rush;1;3
russia;1;1
russian;1;1
russvought45;1;1
ruvvuogtmz;1;1
rv;1;1
rvcyl2rw62;1;1
rxjcdcjegn;1;1
rxksjhplqe;1;1
rxl6joxlrp;1;1
rziziwjkh3;1;1
rzmqjmlfjd;1;1
s0hik344hv;1;1
s1kz0cebih;1;1
s2bkqdz9em;1;3
s3d6wkuyut;1;1
s4eue5vfdr;1;1
s4qajnig4f;1;1
s6xqvqdx5t;1;1
s7qh7gvlbc;1;1
s8vyf9mdwd;1;1
s98s86gpnh;1;1
s9cjswjvcf;1;2
s9soi373hr;1;1
saber;1;1
sabotage;1;1
sacrifice;1;5
sacrifices;1;1
sacrificing;1;4
sad;1;1
saddened;1;1
sadly;1;2
safe;1;61
safeguard;1;2
safeguards;1;1
safely;1;34
safer;1;1
safest;1;1
safety;1;68
sagceawzhp;1;1
saginaw;1;1
sail;1;1
sake;1;1
salaries;1;1
salas;1;1
salute;1;4
saluting;1;1
sam;1;1
samhsagov;1;2
san;1;3
sandia;1;3
sandialabs;1;1
sanitary;1;1
sanitation;1;3
sanitize;1;1
sanitizer;1;2
sapcwcmlvj;1;1
sars;1;1
sascmajority;1;2
saturday;1;2
saudi;1;1
savannasact;1;1
save;1;21
saved;1;2
saving;1;10
savings;1;1
sb9kpuqmki;1;1
sba;1;3
sba_nevada;1;1
sba_nh;1;1
sba’s;1;1
sbagov;1;8
sbagov’s;1;1
sbaoig;1;1
sbgsftnwl5;1;1
sbtigfvrl1;1;1
sc;1;5
scale;1;12
scamers;1;1
scammers;1;1
scams;1;7
scandal;1;1
scapegoat;1;1
scarce;1;2
scared;1;2
scary;1;2
scdhec;1;1
scdmh's;1;1
scgwqglc29;1;1
schedule;1;1
scheduled;1;1
schemes;1;3
school;1;15
schoollunchheroday;1;1
schools;1;13
schumer;1;1
science;1;14
sciences;1;1
scientific;1;4
scientifically;1;1
scientists;1;4
sco;1;1
scoop;1;1
scott;1;1
scott.senate.gov;1;3
scottfadness;1;1
scotus;1;2
scourge;1;1
scrambling;1;1
screwed;1;1
sd;1;2
sdkc2e5hpo;1;1
sdqhqe3z0q;1;1
se57h88kpw;1;1
sea;1;1
seafood;1;4
search;1;2
season;1;5
seasonal;1;5
seat;1;7
seating;1;1
sec;1;1
sec1106;1;1
secazar;1;2
secret;1;1
secretary;1;8
secretarycarson;1;1
secretarysonny;1;3
secretsbedard⁩;1;1
section;1;1
sector;1;4
sectors;1;1
secure;1;10
secured;1;4
securing;1;1
security;1;18
secwilkie;1;2
seeeevpycv;1;1
seek;1;6
seeking;1;9
seeks;1;2
seemacms;1;2
seemingly;1;2
seiu;1;1
seize;1;1
seizing;1;1
select;1;2
selfless;1;3
sell;1;1
selling;1;1
sells;1;1
semblance;1;1
semester;1;1
sen;1;23
sen_joemanchin;1;4
senalexander;1;4
senamyklobuchar;1;4
senangusking;1;1
senate;1;66
senate’s;1;7
senatecommerce;1;1
senateforeign;1;1
senatemajldr;1;10
senator;1;21
senator's;1;1
senatorbaldwin;1;5
senatorbaldwin’s;1;1
senatorbennet;1;1
senatorbennet's;1;1
senatorbraun;1;4
senatorcardin;1;1
senatorcarper;1;1
senatordurbin;1;8
senatorenzi;1;1
senatorfischer;1;1
senatorhassan;1;3
senatorlankford;1;2
senatormenendez;1;4
senatorrounds;1;1
senators;1;16
senatorshaheen;1;2
senatorsinema;1;1
senatortimscott;1;2
senatortomudall;1;1
senatorwicker;1;4
senbillcassidy;1;6
senblumenthal;1;3
senbobcasey;1;5
senbooker;1;2
sencapito;1;3
sencortezmasto;1;7
send;1;9
sendansullivan;1;7
sendavidperdue;1;1
sending;1;7
sends;1;4
sendteacherslove;1;2
senduckworth;1;3
sengarypeters;1;1
sengillibrand;1;4
senior;1;2
seniors;1;14
senjackreed;1;3
senjackyrosen;1;7
senjackyrosen’s;1;1
senjeffmerkley;1;1
senjohnbarrasso;1;1
senjohnhoeven;1;1
senjohnthune;1;2
senjoniernst;1;1
senkamalaharris;1;4
senkevincramer;1;5
senmarkey;1;5
senmcsallyaz;1;1
senmikelee;1;1
senpatroberts;1;1
senronjohnson;1;3
sens;1;1
sensanders;1;1
sensasse;1;1
senschumer;1;3
sense;1;5
sensherrodbrown;1;2
sensitive;1;1
senstabenow;1;1
sentedcruz;1;1
sentence;1;1
sentences;1;1
senthomtillis;1;2
sentinasmith;1;1
sentoddyoung;1;1
senwarren;1;14
senwhitehouse;1;4
separated;1;1
separation;1;1
september;1;2
series;1;7
seriousness;1;1
servants;1;1
serve;1;14
served;1;1
servers;1;1
serves;1;1
service;1;35
service’s;1;1
servicemembers;1;2
services;1;68
servicio;1;1
serving;1;9
sesp68bsus;1;1
session;1;7
sessions;1;3
set;1;10
setback;1;1
setbacks;1;1
seth;1;2
sethbodnar;1;1
settings;1;1
severe;1;5
severely;1;1
severity;1;1
sew;1;1
sewing;1;4
sexual;1;3
sgf;1;1
sgt;1;1
shadowy;1;1
shaffer;1;1
shaking;1;2
shame;1;1
shameful;1;1
shameless;1;1
shape;1;2
shaping;1;1
share;1;16
shared;1;3
sharing;1;8
shark;1;5
sharpening;1;1
shdo5zwmjh;1;1
she’ll;1;1
she’s;1;2
shed;1;1
shelter;1;1
shelters;1;1
shelves;1;4
shield;1;2
shields;1;6
shift;1;1
shifted;1;3
shine;1;1
shined;1;1
shines;1;1
shining;1;1
shirts;1;1
shld;1;2
shoes;1;1
shoestring;1;1
shop;1;3
shopping;1;1
short;1;1
shortage;1;2
shortages;1;5
shortcomings;1;1
shortfalls;1;2
shortly;1;2
shortness;1;2
shot;1;2
should’ve;1;1
shouldn’t;1;11
shoveling;1;1
showcase;1;2
showcases;1;1
shown;1;6
shut;1;7
shutdowns;1;3
shuttered;1;1
shutting;1;1
shwwkeaedh;1;1
si;1;2
sick;1;24
sickening;1;1
sickens;1;2
sickness;1;3
sidelined;1;2
siding;1;1
sight;1;1
sign;1;9
signature;1;1
signed;1;24
significant;1;5
significantly;1;3
signing;1;5
silenced;1;1
silently;1;1
similar;1;2
simple;1;2
simpler;1;2
simply;1;6
sin;1;1
sincere;1;1
sinema.senate.gov;1;2
sing;1;1
singers;1;1
single;1;8
singoutsf;1;1
singular;1;1
síntoma;1;1
sioux;1;1
sister;1;2
sit;1;5
site;1;2
sites;1;5
sitting;1;1
situation;1;4
size;1;2
sizes;1;1
sjipesmgyy;1;1
sjnzlvh5zm;1;1
sjwkyg6hrj;1;1
skies;1;2
skills;1;4
skimps;1;1
skirting;1;1
skpgamcgy8;1;1
skype;1;1
sl8vw38u3d;1;1
slash;1;1
slaughter;1;1
sleeping;1;1
sleeves;1;1
slkk4ysria;1;1
slow;1;9
slowing;1;2
slowly;1;1
slowthespread;1;2
smallbiz;1;5
smart;1;7
smartindustryus;1;1
smartly;1;1
smell;1;2
smile;1;1
smith;1;2
smith.senate.gov;1;1
smithfield;1;1
smlwty0lwp;1;1
sn8igipors;1;1
snap;1;2
snaps;1;1
snuck;1;1
soaring;1;1
sobering;1;1
sobre;1;2
soccer;1;1
social;1;51
socialdistancing;1;2
socialism;1;1
socially;1;2
socialsecurity;1;1
societal;1;1
society;1;8
society's;1;1
socioeconomic;1;1
socioeconomics;1;1
sohdstyuxt;1;1
sold;1;1
soldiers;1;2
sole;1;1
solely;1;2
solemn;1;2
solicitar;1;1
solid;1;1
solidarity;1;4
solution;1;9
solutions;1;6
solve;1;1
somalia;1;2
song;1;2
songwriters;1;1
sore;1;2
sosfhi6crq;1;1
sound;1;1
sources;1;2
south;1;24
southern;1;2
southland;1;1
southwest;1;1
space;1;1
spacing;1;1
spanish;1;2
speak;1;4
speakerpelosi;1;1
speakers;1;1
speaking;1;2
speaks;1;1
special;1;13
specialists;1;1
specialty;1;1
specific;1;3
specifically;1;1
specifics;1;1
spectrum;1;1
spectrumnews1wi;1;1
speech;1;1
speed;1;7
spend;1;5
spending;1;4
spends;1;1
spent;1;1
spike;1;2
spiked;1;1
spikes;1;1
spirit;1;2
spirits;1;2
spoke;1;19
spoken;1;1
spokespeople;1;1
sponsor;1;1
sponsored;1;1
sportsmanship;1;1
spot;1;2
spots;1;2
spouse;1;1
spread;1;52
spreading;1;5
spreads;1;5
spring;1;3
squelched;1;1
ss8ggdo4uu;1;1
st;1;4
stability;1;1
stabilization;1;2
stable;1;1
stably;1;1
stack;1;1
staff;1;14
staffed;1;1
staggering;1;3
stake;1;2
stakes;1;1
stamp;1;1
stamped;1;1
stand;1;14
standard;1;3
standardizes;1;1
standards;1;9
standing;1;5
standwithessentialworkers;1;2
standwithsongwriters;1;1
stark;1;1
start;1;8
started;1;4
starting;1;2
startling;1;1
starts;1;5
startups;1;2
starvation;1;1
starwarsday;1;1
state's;1;2
state’s;1;2
statement;1;3
stateoftheair;1;3
stateofwomen;1;2
staters;1;3
statewide;1;3
stations;1;2
statnews;1;1
status;1;3
stay;1;55
stayhome;1;1
stayhomefornevada;1;5
staying;1;10
staysafestayhealthy;1;1
stds;1;1
steady;1;1
steal;1;1
stealing;1;1
steelworkers;1;1
stem;1;1
step;1;18
stephen;1;1
stepped;1;4
stepping;1;5
steps;1;20
sterilization;1;2
steve;1;2
stevedaines;1;2
stevenmnuchin1;1;2
stick;1;1
stimulate;1;1
stimulus;1;6
stirs;1;1
stitch;1;1
stitchology;1;1
stl;1;1
stock;1;4
stocked;1;2
stockpile;1;1
stocks;1;2
stonewalling;1;2
stood;1;1
stop;1;33
stopgap;1;1
stopped;1;1
stopping;1;1
stopthespread;1;2
stopwalker;1;3
store;1;10
stories;1;6
storm;1;2
stormontvail;1;1
storms;1;1
story;1;16
stover;1;1
straight;1;2
strain;1;6
strained;1;1
straits;1;1
stranded;1;2
strangled;1;1
strapped;1;1
strategic;1;1
strategies;1;1
strategy;1;8
stream;1;2
street;1;2
streets;1;3
strength;1;2
strengthen;1;8
strengthening;1;3
strengthens;1;1
stress;1;5
stresses;1;1
strickland;1;2
strict;1;1
strike;1;2
striking;1;1
stringent;1;1
strip;1;1
striving;1;1
stroke;1;1
strong;1;14
stronger;1;8
strongest;1;1
strongheartsdv's;1;1
strongly;1;2
struck;1;1
structural;1;1
struggle;1;2
struggling;1;16
strzok;1;1
sttjigxuwh;1;1
stuck;1;1
student;1;5
students;1;48
students.https;1;1
studies;1;1
study;1;2
studying;1;1
stuff;1;1
stupid;1;1
su;1;1
subcommittee;1;1
submit;1;4
submitted;1;3
subscribe;1;1
subscribers;1;3
subsidies;1;1
subsidize;1;1
substance;1;2
substitute;1;1
succeed;1;1
succeeds;1;1
success;1;4
successful;1;1
suddenly;1;1
sue;1;1
suffer;1;2
suffered;1;2
suffering;1;4
sufficient;1;4
suggested;1;1
suggesting;1;1
suicide;1;12
sul7lftiv6;1;1
sum;1;1
summer;1;3
sunday;1;1
sunrise;1;1
super;1;1
superhero;1;1
superintendent;1;1
supermarket;1;1
superpower;1;1
supervised;1;2
supervision;1;1
supper;1;1
suppliers;1;2
supplies;1;36
supply;1;53
support;1;125
supported;1;4
supporter;1;1
supporting;1;16
supportive;1;1
supportlocal;1;1
supportlocalgems;1;1
supports;1;1
supposed;1;2
supreme;1;4
surface;1;1
surge;1;4
surgical;1;2
surpassed;1;1
surplus;1;1
surprisingly;1;1
surrounding;1;1
surveillance;1;5
survive;1;3
survived;1;1
survives;1;1
survivors;1;5
susceptibility;1;1
suspect;1;1
suspend;1;1
sussex;1;2
svpjwwpw6m;1;1
svt6u2nh7s;1;1
sw3g1bzfr4;1;1
swab;1;1
swabs;1;2
sweet;1;1
sweetheart;1;1
swiftly;1;3
switch;1;1
swstlyg2sv;1;1
sxxu3ags85;1;1
sy1ohnzpdo;1;1
symptoms;1;10
sypks5xyvr;1;1
system;1;26
systematically;1;1
systemic;1;4
systems;1;8
sz1btvznhc;1;1
szbjrdvt7s;1;1
t.co;1;1387
t1r4hio21c;1;1
t33kw3zev1;1;1
t3hlld45kn;1;1
t40glt69y5;1;1
t4xslws2ty;1;1
t5pvqtp1jo;1;1
t68zyehd2s;1;1
t6sjdu1okv;1;1
t7pxyo5eeu;1;1
t802jor1tx;1;1
table;1;2
tackle;1;2
taconite;1;1
taipei;1;2
taiwan;1;9
taiwan’s;1;1
taiwancanhelp;1;1
taiwanese;1;2
takes;1;5
taking;1;19
talented;1;1
talk;1;14
talked;1;3
talking;1;10
talons;1;1
tamronhallshow;1;2
tank;1;5
tankers;1;1
tanolmuv9s;1;1
tape;1;3
tapped;1;1
target;1;2
targeted;1;3
targets;1;1
task;1;15
taste;1;2
tater;1;1
tatereeves;1;2
tax;1;13
taxes;1;3
taxpayer;1;7
taxpayers;1;4
tb;1;1
tbajhd8rmk;1;1
tbimnw3r1w;1;1
tbqon1ue03;1;1
tcfffckmpz;1;1
tcgecvfi6y;1;1
tct1yjijap;1;1
tcx9sltht7;1;1
tdrrsrauez;1;1
te;1;2
teach;1;4
teacher;1;5
teacherappreciationday;1;6
teacherappreciationweek;1;3
teachers;1;23
teaching;1;1
team;1;8
teamcavuto;1;1
teamed;1;1
teaming;1;1
teamjoe;1;1
teams;1;3
tearing;1;1
technologies;1;5
technology;1;5
ted;1;1
tedcruz;1;1
teenagers;1;1
teens;1;1
tele;1;6
telehealth;1;39
telemedicine;1;1
telephone;1;22
telephonic;1;1
teletown;1;6
television;1;1
televisions;1;1
teleworking;1;1
telling;1;1
tells;1;1
temporarily;1;1
temporary;1;2
tengan;1;1
tennesseans;1;3
tennessee;1;5
tennessee’s;1;1
tens;1;1
terlxdrb3g;1;1
term;1;13
terminal;1;1
termination;1;1
terms;1;2
terre;1;1
terrebone;1;1
territory;1;1
terror;1;1
terrorism;1;2
terrorist;1;1
test;1;14
testament;1;1
tested;1;8
testing;1;111
testiowachallenge;1;1
tests;1;13
text;1;5
texting;1;1
texto;1;1
tf2myxsz5u;1;1
tf6xfzbk3g;1;2
tfbhvqdkww;1;1
tfwluqnhmt;1;1
tgtuzlno92;1;1
thankateacher;1;4
thankateacherco;1;1
thanked;1;2
thankful;1;4
thanking;1;2
thankyou;1;1
that’s;1;31
thedailyshow;1;1
theft;1;1
thejusticedept;1;4
thelastword;1;1
thenewmexican;1;1
theories;1;2
theory;1;1
therapies;1;3
there’s;1;9
they’ll;1;1
they’re;1;12
they’ve;1;1
thinking;1;3
thn3vd6ukb;1;1
thoughtful;1;1
thousand;1;1
thousands;1;23
thread;1;4
threat;1;10
threaten;1;2
threatening;1;6
threatens;1;2
threats;1;3
thrilled;1;1
thrive;1;1
throat;1;2
thrown;1;1
thunderbirds;1;2
thunderbolt;1;1
thursday;1;4
thx;1;3
tied;1;2
tiene;1;1
tiered;1;1
tim;1;2
tim_walz;1;1
timboyumtv;1;1
time;1;86
time.i;1;1
times;1;27
timidity;1;1
tina;1;2
tiotfqedvs;1;1
tip;1;1
tips;1;5
tireless;1;3
tirelessly;1;2
title;1;1
titleix;1;1
titulares;1;1
tizedocdu3;1;1
tkuqtzisgz;1;1
tl182licul;1;1
tliwln9hia;1;1
tnvckxcuxy;1;1
to0yyu31oe;1;1
to60ebjitu;1;1
today's;1;5
today’s;1;12
togetherapart;1;9
told;1;4
tolerated;1;1
toll;1;9
tom;1;2
tommy;1;1
tomorrow;1;22
ton;1;1
tone;1;1
tonight;1;7
tons;1;2
tool;1;6
tools;1;7
tools2thrive;1;1
top;1;9
topic;1;9
topics;1;2
tornado;1;1
tornadoes;1;1
tornados;1;1
tot;1;1
total;1;13
totaling;1;2
totally;1;1
touch;1;3
touching;1;1
tough;1;7
toughest;1;1
toughness;1;1
toured;1;2
town;1;34
townhall;1;5
towns;1;1
tpzbbfcth0;1;1
tqglzxnz4g;1;1
tqoyhwsqv0;1;1
trabajadores;1;1
trabajando;1;1
trace;1;4
tracers;1;3
tracing;1;26
track;1;5
tracks;1;1
tracts;1;1
tracy;1;1
trade;1;1
trademark;1;1
trafficking;1;1
tragedy;1;1
tragic;1;5
trailer;1;1
train;1;1
trained;1;1
training;1;2
tranches;1;1
transfer;1;1
transit;1;1
transition;1;1
transitions;1;1
translated;1;1
transmission;1;1
transparency;1;15
transparent;1;2
transparently;1;1
transport;1;2
transportation;1;2
trash;1;1
travel;1;3
travelers;1;1
traveling;1;3
través;1;1
treasury;1;5
treat;1;11
treating;1;2
treatment;1;17
treatments;1;9
trek;1;1
tremendous;1;2
trend;1;1
trends;1;1
trevornoah;1;1
trial;1;1
tribal;1;13
tribales;1;1
tribes;1;5
tribute;1;1
tributes;1;1
trillions;1;3
trip;1;4
trips;1;1
triumph;1;1
trl7q5gnc3;1;1
troopers;1;1
troops;1;1
trouble;1;1
troubled;1;1
troubling;1;1
truck;1;3
truckers;1;3
true;1;4
truecolorsday;1;4
truecolorsunite;1;1
trump;1;81
trump's;1;6
trump’s;1;9
trust;1;5
trusted;1;4
truth;1;7
tsgoodnews;1;3
tsunami;1;1
tted1ufeoj;1;1
tty;1;1
ttymywi76x;1;1
tucked;1;1
tucsonans;1;1
tucsonstar’s;1;1
tuesday;1;3
tuition;1;1
tujunjdejb;1;1
tulsa;1;3
tulsa’s;1;1
tuna;1;1
tune;1;22
tuned;1;1
tuvimos;1;1
tv;1;2
tvakihskcv;1;1
twbswkr0a5;1;1
twin;1;1
twitter;1;3
twowithtim;1;1
txb4zf8sie;1;1
txlxvn8pkj;1;1
tye;1;1
types;1;1
u.s;1;36
u0jb33blmn;1;1
u21mrjwgmr;1;2
u3jmjb8y4a;1;1
u56zrdyf2h;1;1
u6tlalfiuu;1;1
u9hmd2fckt;1;1
uaanchorage;1;1
uahuntsville;1;1
uams;1;2
uarizona;1;2
uarizona’s;1;1
ub6ku4w5tz;1;1
ubb7x4w7um;1;1
ubzrq1xaqf;1;1
uc6xgjsgyb;1;1
