week;state;total_tweets;sentiments;count;percentage;total_sentiment;percentage_of_total_sentiment;national_week_sentiment;percentage_of_national_sentiment;abv
0;Hawaii;932;sadness;89;9,549356223175966;452;19,6902654867256643;7234;1,2303013547138513;HI
0;Hawaii;932;surprise;39;4,184549356223176;169;23,0769230769230766;3064;1,2728459530026113;HI
0;Hawaii;932;trust;117;12,553648068669528;702;16,6666666666666679;14544;0,8044554455445545;HI
0;Idaho;704;anger;35;4,971590909090909;169;20,7100591715976314;5672;0,6170662905500706;ID
0;Idaho;704;anticipation;66;9,375000000000000;339;19,4690265486725664;8832;0,7472826086956522;ID
0;Idaho;704;disgust;15;2,130681818181818;85;17,6470588235294130;3132;0,4789272030651341;ID
0;Idaho;704;fear;81;11,505681818181818;380;21,3157894736842088;9962;0,8130897410158603;ID
0;Idaho;704;joy;31;4,403409090909091;228;13,5964912280701746;5758;0,5383813824244529;ID
0;Idaho;704;negative;108;15,340909090909092;531;20,3389830508474567;14526;0,7434944237918215;ID
0;Idaho;704;positive;189;26,846590909090914;997;18,9568706118355053;21762;0,8684863523573201;ID
0;Idaho;704;sadness;50;7,102272727272728;282;17,7304964539007095;7234;0,6911805363560962;ID
0;Idaho;704;surprise;15;2,130681818181818;84;17,8571428571428577;3064;0,4895561357702350;ID
0;Idaho;704;trust;114;16,193181818181817;640;17,8125000000000000;14544;0,7838283828382838;ID
0;Illinois;3611;anger;231;6,397119911381889;1154;20,0173310225303283;5672;4,0726375176304659;IL
0;Illinois;3611;anticipation;343;9,498753807809472;1675;20,4776119402985088;8832;3,8836050724637681;IL
0;Illinois;3611;disgust;129;3,572417612849626;624;20,6730769230769234;3132;4,1187739463601529;IL
0;Illinois;3611;fear;373;10,329548601495430;1834;20,3380588876772066;9962;3,7442280666532826;IL
0;Illinois;3611;joy;209;5,787870396012185;1030;20,2912621359223309;5758;3,6297325460229248;IL
0;Illinois;3611;negative;569;15,757407920243701;2697;21,0975157582499087;14526;3,9171141401624672;IL
0;Illinois;3611;positive;775;21,462198836887289;3803;20,3786484354457009;21762;3,5612535612535612;IL
0;Illinois;3611;sadness;300;8,307947936859597;1443;20,7900207900207903;7234;4,1470832181365775;IL
0;Illinois;3611;surprise;126;3,489338133481030;672;18,7500000000000000;3064;4,1122715404699735;IL
0;Illinois;3611;trust;556;15,397396842979784;2679;20,7540126913027265;14544;3,8228822882288234;IL
0;Indiana;1899;anger;102;5,371248025276461;366;27,8688524590163951;5672;1,7983074753173485;IN
0;Indiana;1899;anticipation;142;7,477619799894682;650;21,8461538461538467;8832;1,6077898550724641;IN
0;Indiana;1899;disgust;53;2,790942601369142;198;26,7676767676767682;3132;1,6922094508301404;IN
0;Indiana;1899;fear;206;10,847814639283834;786;26,2086513994910959;9962;2,0678578598674964;IN
0;Indiana;1899;joy;118;6,213796735123750;423;27,8959810874704495;5758;2,0493226814866272;IN
0;Indiana;1899;negative;292;15,376513954713008;1103;26,4732547597461476;14526;2,0101886272889988;IN
0;Indiana;1899;positive;476;25,065824117956819;1842;25,8414766558089042;21762;2,1872989614925098;IN
0;Indiana;1899;sadness;148;7,793575566087415;562;26,3345195729537380;7234;2,0458943876140450;IN
0;Indiana;1899;surprise;52;2,738283307003686;194;26,8041237113402069;3064;1,6971279373368149;IN
0;Indiana;1899;trust;310;16,324381253291207;1288;24,0683229813664603;14544;2,1314631463146316;IN
0;Iowa;1584;anger;96;6,060606060606061;443;21,6704288939051928;5672;1,6925246826516220;IA
0;Iowa;1584;anticipation;128;8,080808080808081;667;19,1904047976012002;8832;1,4492753623188406;IA
0;Iowa;1584;disgust;65;4,103535353535354;228;28,5087719298245617;3132;2,0753512132822478;IA
0;Iowa;1584;fear;147;9,280303030303031;716;20,5307262569832396;9962;1,4756073077695242;IA
0;Iowa;1584;joy;93;5,871212121212121;455;20,4395604395604380;5758;1,6151441472733588;IA
0;Iowa;1584;negative;250;15,782828282828282;1085;23,0414746543778790;14526;1,7210519069255128;IA
0;Iowa;1584;positive;367;23,169191919191920;1891;19,4077207826546818;21762;1,6864258799742673;IA
0;Iowa;1584;sadness;116;7,323232323232324;515;22,5242718446601948;7234;1,6035388443461431;IA
0;Iowa;1584;surprise;38;2,398989898989899;199;19,0954773869346717;3064;1,2402088772845954;IA
0;Iowa;1584;trust;284;17,929292929292931;1339;21,2098581030619862;14544;1,9526952695269528;IA
0;Kansas;619;anger;24;3,877221324717286;127;18,8976377952755890;5672;0,4231311706629055;KS
0;Kansas;619;anticipation;55;8,885298869143780;253;21,7391304347826093;8832;0,6227355072463768;KS
0;Kansas;619;disgust;8;1,292407108239095;52;15,3846153846153850;3132;0,2554278416347382;KS
0;Kansas;619;fear;52;8,400646203554119;261;19,9233716475095797;9962;0,5219835374422807;KS
0;Kansas;619;joy;45;7,269789983844911;180;25,0000000000000000;5758;0,7815213615838833;KS
0;Kansas;619;negative;70;11,308562197092083;347;20,1729106628242079;14526;0,4818945339391436;KS
0;Kansas;619;positive;189;30,533117932148627;806;23,4491315136476430;21762;0,8684863523573201;KS
0;Kansas;619;sadness;45;7,269789983844911;174;25,8620689655172420;7234;0,6220624827204866;KS
0;Kansas;619;surprise;15;2,423263327948304;55;27,2727272727272734;3064;0,4895561357702350;KS
0;Kansas;619;trust;116;18,739903069466884;534;21,7228464419475671;14544;0,7975797579757976;KS
0;Kentucky;1300;anger;76;5,846153846153846;312;24,3589743589743577;5672;1,3399153737658671;KY
0;Kentucky;1300;anticipation;132;10,153846153846152;430;30,6976744186046524;8832;1,4945652173913044;KY
0;Kentucky;1300;disgust;53;4,076923076923077;200;26,5000000000000000;3132;1,6922094508301404;KY
0;Kentucky;1300;fear;130;10,000000000000000;500;26,0000000000000000;9962;1,3049588436057016;KY
0;Kentucky;1300;joy;77;5,923076923076923;265;29,0566037735849072;5758;1,3372698853768670;KY
0;Kentucky;1300;negative;193;14,846153846153848;807;23,9157372986369268;14526;1,3286520721464958;KY
0;Kentucky;1300;positive;307;23,615384615384617;1028;29,8638132295719885;21762;1,4107159268449592;KY
0;Kentucky;1300;sadness;72;5,538461538461538;332;21,6867469879518069;7234;0,9952999723527786;KY
0;Kentucky;1300;surprise;36;2,769230769230769;178;20,2247191011235969;3064;1,1749347258485641;KY
0;Kentucky;1300;trust;224;17,230769230769230;775;28,9032258064516085;14544;1,5401540154015401;KY
0;Louisiana;1660;anger;91;5,481927710843373;424;21,4622641509433976;5672;1,6043723554301834;LA
0;Louisiana;1660;anticipation;147;8,855421686746988;670;21,9402985074626855;8832;1,6644021739130437;LA
0;Louisiana;1660;disgust;61;3,674698795180723;226;26,9911504424778776;3132;1,9476372924648784;LA
0;Louisiana;1660;fear;168;10,120481927710845;850;19,7647058823529420;9962;1,6864083517365993;LA
0;Louisiana;1660;joy;109;6,566265060240964;451;24,1685144124168509;5758;1,8930184091698503;LA
0;Louisiana;1660;negative;250;15,060240963855422;1138;21,9683655536028120;14526;1,7210519069255128;LA
0;Louisiana;1660;positive;386;23,253012048192772;1736;22,2350230414746548;21762;1,7737340317985479;LA
0;Louisiana;1660;sadness;134;8,072289156626505;544;24,6323529411764710;7234;1,8523638374343381;LA
0;Louisiana;1660;surprise;54;3,253012048192771;233;23,1759656652360526;3064;1,7624020887728460;LA
0;Louisiana;1660;trust;260;15,662650602409638;1211;21,4698596201486360;14544;1,7876787678767876;LA
0;Maine;1345;anger;61;4,535315985130111;300;20,3333333333333321;5672;1,0754583921015517;ME
0;Maine;1345;anticipation;142;10,557620817843866;650;21,8461538461538467;8832;1,6077898550724641;ME
0;Maine;1345;disgust;29;2,156133828996282;156;18,5897435897435912;3132;0,9259259259259260;ME
0;Maine;1345;fear;122;9,070631970260225;634;19,2429022082018939;9962;1,2246536839991973;ME
0;Maine;1345;joy;96;7,137546468401487;420;22,8571428571428577;5758;1,6672455713789511;ME
0;Maine;1345;negative;167;12,416356877323420;818;20,4156479217603923;14526;1,1496626738262423;ME
0;Maine;1345;positive;374;27,806691449814128;1638;22,8327228327228333;21762;1,7185920411726865;ME
0;Maine;1345;sadness;76;5,650557620817844;422;18,0094786729857823;7234;1,0505944152612663;ME
0;Maine;1345;surprise;35;2,602230483271375;176;19,8863636363636367;3064;1,1422976501305484;ME
0;Maine;1345;trust;243;18,066914498141266;1005;24,1791044776119399;14544;1,6707920792079207;ME
0;Maryland;1357;anger;94;6,927044952100221;500;18,8000000000000007;5672;1,6572637517630466;MD
0;Maryland;1357;anticipation;133;9,801031687546056;748;17,7807486631016047;8832;1,5058876811594204;MD
0;Maryland;1357;disgust;45;3,316138540899042;246;18,2926829268292686;3132;1,4367816091954022;MD
0;Maryland;1357;fear;140;10,316875460574796;826;16,9491525423728824;9962;1,4053402931138326;MD
0;Maryland;1357;joy;78;5,747973470891673;457;17,0678336980306362;5758;1,3546370267453978;MD
0;Maryland;1357;negative;214;15,770081061164332;1166;18,3533447684391078;14526;1,4732204323282390;MD
0;Maryland;1357;positive;308;22,697126013264555;1796;17,1492204899777292;21762;1,4153110927304475;MD
0;Maryland;1357;sadness;98;7,221812822402359;518;18,9189189189189193;7234;1,3547138512579486;MD
0;Maryland;1357;surprise;60;4,421518054532056;271;22,1402214022140207;3064;1,9582245430809400;MD
0;Maryland;1357;trust;187;13,780397936624908;1203;15,5444721529509575;14544;1,2857535753575358;MD
0;Massachusetts;3737;anger;242;6,475782713406476;1230;19,6747967479674806;5672;4,2665726375176307;MA
0;Massachusetts;3737;anticipation;343;9,178485416109179;1600;21,4375000000000000;8832;3,8836050724637681;MA
0;Massachusetts;3737;disgust;143;3,826598876103827;671;21,3114754098360670;3132;4,5657726692209453;MA
0;Massachusetts;3737;fear;432;11,560074926411559;2038;21,1972522080471037;9962;4,3364786187512552;MA
0;Massachusetts;3737;joy;209;5,592721434305592;973;21,4799588900308329;5758;3,6297325460229248;MA
0;Massachusetts;3737;negative;649;17,366871822317368;3043;21,3276372001314485;14526;4,4678507503786324;MA
0;Massachusetts;3737;positive;777;20,792079207920793;3592;21,6314031180400903;21762;3,5704438930245384;MA
0;Massachusetts;3737;sadness;322;8,616537329408617;1444;22,2991689750692537;7234;4,4512026541332599;MA
0;Massachusetts;3737;surprise;114;3,050575327803051;556;20,5035971223021569;3064;3,7206266318537855;MA
0;Massachusetts;3737;trust;506;13,540272946213539;2286;22,1347331583552069;14544;3,4790979097909789;MA
0;Michigan;1995;anger;92;4,611528822055138;439;20,9567198177676524;5672;1,6220028208744710;MI
0;Michigan;1995;anticipation;208;10,426065162907268;940;22,1276595744680868;8832;2,3550724637681157;MI
0;Michigan;1995;disgust;51;2,556390977443609;191;26,7015706806282722;3132;1,6283524904214559;MI
0;Michigan;1995;fear;204;10,225563909774436;882;23,1292517006802711;9962;2,0477815699658701;MI
0;Michigan;1995;joy;134;6,716791979949875;657;20,3957382039573822;5758;2,3271969433831190;MI
0;Michigan;1995;negative;326;16,340852130325814;1336;24,4011976047904184;14526;2,2442516866308688;MI
0;Michigan;1995;positive;461;23,107769423558896;2189;21,0598446779351285;21762;2,1183714732101828;MI
0;Michigan;1995;sadness;175;8,771929824561404;682;25,6598240469208214;7234;2,4191318772463366;MI
0;Michigan;1995;surprise;72;3,609022556390977;336;21,4285714285714270;3064;2,3498694516971281;MI
0;Michigan;1995;trust;272;13,634085213032581;1329;20,4665161775771267;14544;1,8701870187018701;MI
0;Minnesota;2610;anger;170;6,513409961685824;734;23,1607629427792929;5672;2,9971791255289140;MN
0;Minnesota;2610;anticipation;239;9,157088122605364;1052;22,7186311787072235;8832;2,7060688405797100;MN
0;Minnesota;2610;disgust;78;2,988505747126437;297;26,2626262626262630;3132;2,4904214559386975;MN
0;Minnesota;2610;fear;280;10,727969348659004;1205;23,2365145228215759;9962;2,8106805862276651;MN
0;Minnesota;2610;joy;149;5,708812260536399;669;22,2720478325859474;5758;2,5877040639110804;MN
0;Minnesota;2610;negative;430;16,475095785440612;1804;23,8359201773835920;14526;2,9602092799118820;MN
0;Minnesota;2610;positive;532;20,383141762452109;2373;22,4188790560471993;21762;2,4446282510798638;MN
0;Minnesota;2610;sadness;255;9,770114942528735;999;25,5255255255255271;7234;3,5250207354160907;MN
0;Minnesota;2610;surprise;102;3,908045977011494;409;24,9388753056234727;3064;3,3289817232375980;MN
0;Minnesota;2610;trust;375;14,367816091954024;1629;23,0202578268876614;14544;2,5783828382838285;MN
0;Mississippi;1374;anger;75;5,458515283842795;323;23,2198142414860698;5672;1,3222849083215795;MS
0;Mississippi;1374;anticipation;132;9,606986899563321;532;24,8120300751879697;8832;1,4945652173913044;MS
0;Mississippi;1374;disgust;36;2,620087336244541;203;17,7339901477832527;3132;1,1494252873563218;MS
0;Mississippi;1374;fear;132;9,606986899563321;599;22,0367278797996669;9962;1,3250351335073278;MS
0;Mississippi;1374;joy;96;6,986899563318778;359;26,7409470752089149;5758;1,6672455713789511;MS
0;Mississippi;1374;negative;180;13,100436681222709;797;22,5846925972396484;14526;1,2391573729863692;MS
0;Mississippi;1374;positive;368;26,783114992721980;1351;27,2390821613619529;21762;1,6910210458597554;MS
0;Mississippi;1374;sadness;78;5,676855895196507;396;19,6969696969696955;7234;1,0782416367155101;MS
0;Mississippi;1374;surprise;32;2,328966521106259;155;20,6451612903225801;3064;1,0443864229765014;MS
0;Mississippi;1374;trust;245;17,831149927219798;929;26,3724434876210978;14544;1,6845434543454345;MS
0;Missouri;2367;anger;130;5,492184199408534;562;23,1316725978647675;5672;2,2919605077574050;MO
0;Missouri;2367;anticipation;232;9,801436417405998;958;24,2171189979123156;8832;2,6268115942028984;MO
0;Missouri;2367;disgust;57;2,408111533586819;304;18,7500000000000000;3132;1,8199233716475096;MO
0;Missouri;2367;fear;231;9,759188846641321;1039;22,2329162656400392;9962;2,3188114836378237;MO
0;Missouri;2367;joy;141;5,956907477820025;564;25,0000000000000000;5758;2,4487669329628341;MO
0;Missouri;2367;negative;340;14,364174059991550;1470;23,1292517006802711;14526;2,3406305934186977;MO
0;Missouri;2367;positive;610;25,771018166455431;2350;25,9574468085106389;21762;2,8030511901479644;MO
0;Missouri;2367;sadness;168;7,097591888466413;770;21,8181818181818166;7234;2,3223666021564835;MO
0;Missouri;2367;surprise;59;2,492606675116181;276;21,3768115942028984;3064;1,9255874673629243;MO
0;Missouri;2367;trust;399;16,856780735107730;1656;24,0942028985507264;14544;2,7433993399339935;MO
0;Montana;1082;anger;70;6,469500924214418;266;26,3157894736842088;5672;1,2341325811001411;MT
0;Montana;1082;anticipation;112;10,351201478743068;493;22,7180527383367128;8832;1,2681159420289856;MT
0;Montana;1082;disgust;29;2,680221811460259;125;23,1999999999999993;3132;0,9259259259259260;MT
0;Montana;1082;fear;100;9,242144177449168;491;20,3665987780040716;9962;1,0038144950813090;MT
0;Montana;1082;joy;70;6,469500924214418;385;18,1818181818181834;5758;1,2156998957971521;MT
0;Montana;1082;negative;149;13,770794824399260;720;20,6944444444444429;14526;1,0257469365276055;MT
0;Montana;1082;positive;273;25,231053604436234;1361;20,0587803085966208;21762;1,2544802867383511;MT
0;Montana;1082;sadness;64;5,914972273567468;339;18,8790560471976399;7234;0,8847110865358031;MT
0;Montana;1082;surprise;27;2,495378927911275;123;21,9512195121951237;3064;0,8812010443864230;MT
0;Montana;1082;trust;188;17,375231053604438;913;20,5914567360350489;14544;1,2926292629262923;MT
0;Nebraska;370;anger;11;2,972972972972973;48;22,9166666666666679;5672;0,1939351198871650;NE
0;Nebraska;370;anticipation;34;9,189189189189188;142;23,9436619718309842;8832;0,3849637681159420;NE
0;Nebraska;370;disgust;9;2,432432432432432;24;37,5000000000000000;3132;0,2873563218390804;NE
0;Nebraska;370;fear;33;8,918918918918919;144;22,9166666666666679;9962;0,3312587833768320;NE
0;Nebraska;370;joy;37;10,000000000000000;134;27,6119402985074629;5758;0,6425842306356374;NE
0;Nebraska;370;negative;43;11,621621621621619;200;21,5000000000000000;14526;0,2960209279911882;NE
0;Nebraska;370;positive;100;27,027027027027028;409;24,4498777506112468;21762;0,4595165885488466;NE
0;Nebraska;370;sadness;27;7,297297297297297;100;27,0000000000000000;7234;0,3732374896322920;NE
0;Nebraska;370;surprise;8;2,162162162162162;32;25,0000000000000000;3064;0,2610966057441254;NE
0;Nebraska;370;trust;68;18,378378378378379;298;22,8187919463087248;14544;0,4675467546754675;NE
0;Nevada;3713;anger;169;4,551575545381094;816;20,7107843137254903;5672;2,9795486600846264;NV
0;Nevada;3713;anticipation;370;9,964987880420145;1611;22,9671011793916833;8832;4,1893115942028984;NV
0;Nevada;3713;disgust;77;2,073794775114463;386;19,9481865284974091;3132;2,4584929757343552;NV
0;Nevada;3713;fear;407;10,961486668462159;1809;22,4986180210060809;9962;4,0855249949809274;NV
0;Nevada;3713;joy;288;7,756531106921627;1211;23,7819983484723352;5758;5,0017367141368529;NV
0;Nevada;3713;negative;500;13,466199838405602;2349;21,2856534695615167;14526;3,4421038138510256;NV
0;Nevada;3713;positive;955;25,720441691354701;4102;23,2813261823500746;21762;4,3883834206414853;NV
0;Nevada;3713;sadness;293;7,891193105305683;1314;22,2983257229832574;7234;4,0503179430467240;NV
