state,week,response,percentage
Georgia,1,anger,5.65
Georgia,1,anticipation,11.86
Georgia,1,disgust,2.26
Georgia,1,fear,12.43
Georgia,1,joy,6.78
Georgia,1,negative,16.38
Georgia,1,positive,18.64
Georgia,1,sadness,7.34
Georgia,1,surprise,6.78
Georgia,1,trust,11.86
Georgia,1,Anxiety,17.59
Georgia,1,Depression,14.66
Georgia,1,covid_cases,0.1
Georgia,1,covid_deaths,0.25
Hawaii,1,anger,6.47
Hawaii,1,anticipation,6.47
Hawaii,1,disgust,3.98
Hawaii,1,fear,13.93
Hawaii,1,joy,5.47
Hawaii,1,negative,14.93
Hawaii,1,positive,20.4
Hawaii,1,sadness,9.45
Hawaii,1,surprise,3.98
Hawaii,1,trust,14.93
Hawaii,1,Anxiety,19.63
Hawaii,1,Depression,16.37
Hawaii,1,covid_cases,0.07
Hawaii,1,covid_deaths,0.14
Idaho,1,anger,2.86
Idaho,1,anticipation,8.57
Idaho,1,disgust,0
Idaho,1,fear,7.14
Idaho,1,joy,10
Idaho,1,negative,5.71
Idaho,1,positive,38.57
Idaho,1,sadness,4.29
Idaho,1,surprise,1.43
Idaho,1,trust,21.43
Idaho,1,Anxiety,15.32
Idaho,1,Depression,12.68
Idaho,1,covid_cases,0.05
Idaho,1,covid_deaths,0.14
Illinois,1,anger,4.71
Illinois,1,anticipation,8.53
Illinois,1,disgust,2.94
Illinois,1,fear,13.82
Illinois,1,joy,5.59
Illinois,1,negative,15
Illinois,1,positive,25.29
Illinois,1,sadness,7.94
Illinois,1,surprise,2.35
Illinois,1,trust,13.82
Illinois,1,Anxiety,20.98
Illinois,1,Depression,17.22
Illinois,1,covid_cases,0.18
Illinois,1,covid_deaths,0.4
Indiana,1,anger,4.26
Indiana,1,anticipation,10.4
Indiana,1,disgust,1.18
Indiana,1,fear,13.95
Indiana,1,joy,4.73
Indiana,1,negative,17.02
Indiana,1,positive,24.11
Indiana,1,sadness,7.09
Indiana,1,surprise,1.42
Indiana,1,trust,15.84
Indiana,1,Anxiety,21.12
Indiana,1,Depression,17.94
Indiana,1,covid_cases,0.11
Indiana,1,covid_deaths,0.37
Iowa,1,anger,5.1
Iowa,1,anticipation,8.78
Iowa,1,disgust,2.27
Iowa,1,fear,9.63
Iowa,1,joy,7.65
Iowa,1,negative,10.76
Iowa,1,positive,29.18
Iowa,1,sadness,5.67
Iowa,1,surprise,2.27
Iowa,1,trust,18.7
Iowa,1,Anxiety,16.93
Iowa,1,Depression,13.93
Iowa,1,covid_cases,0.09
Iowa,1,covid_deaths,0.12
Kansas,1,anger,3.33
Kansas,1,anticipation,8
Kansas,1,disgust,0
Kansas,1,fear,14
Kansas,1,joy,6
Kansas,1,negative,13.33
Kansas,1,positive,31.33
Kansas,1,sadness,8
Kansas,1,surprise,0
Kansas,1,trust,16
Kansas,1,Anxiety,21.08
Kansas,1,Depression,17.5
Kansas,1,covid_cases,0.06
Kansas,1,covid_deaths,0.13
Kentucky,1,anger,5.51
Kentucky,1,anticipation,11.81
Kentucky,1,disgust,0.79
Kentucky,1,fear,10.24
Kentucky,1,joy,5.51
Kentucky,1,negative,19.69
Kentucky,1,positive,22.83
Kentucky,1,sadness,4.72
Kentucky,1,surprise,3.15
Kentucky,1,trust,15.75
Kentucky,1,Anxiety,16.94
Kentucky,1,Depression,14.29
Kentucky,1,covid_cases,0.05
Kentucky,1,covid_deaths,0.18
Louisiana,1,anger,3.56
Louisiana,1,anticipation,8.74
Louisiana,1,disgust,1.94
Louisiana,1,fear,11.97
Louisiana,1,joy,5.5
Louisiana,1,negative,14.89
Louisiana,1,positive,28.16
Louisiana,1,sadness,6.8
Louisiana,1,surprise,2.59
Louisiana,1,trust,15.86
Louisiana,1,Anxiety,22.04
Louisiana,1,Depression,18.86
Louisiana,1,covid_cases,0.25
Louisiana,1,covid_deaths,0.71
Maine,1,anger,4.97
Maine,1,anticipation,9.39
Maine,1,disgust,2.76
Maine,1,fear,9.94
Maine,1,joy,5.52
Maine,1,negative,7.73
Maine,1,positive,34.25
Maine,1,sadness,4.97
Maine,1,surprise,3.31
Maine,1,trust,17.13
Maine,1,Anxiety,12.42
Maine,1,Depression,9.92
Maine,1,covid_cases,0.09
Maine,1,covid_deaths,0.32
Maryland,1,anger,5.97
Maryland,1,anticipation,11.19
Maryland,1,disgust,0.75
Maryland,1,fear,6.72
Maryland,1,joy,8.96
Maryland,1,negative,11.94
Maryland,1,positive,32.84
Maryland,1,sadness,3.73
Maryland,1,surprise,4.48
Maryland,1,trust,13.43
Maryland,1,Anxiety,18.59
Maryland,1,Depression,15.2
Maryland,1,covid_cases,0.22
Maryland,1,covid_deaths,0.5
Massachusetts,1,anger,6.1
Massachusetts,1,anticipation,8.35
Massachusetts,1,disgust,4.33
Massachusetts,1,fear,9.79
Massachusetts,1,joy,5.94
Massachusetts,1,negative,16.53
Massachusetts,1,positive,23.43
Massachusetts,1,sadness,7.87
Massachusetts,1,surprise,4.49
Massachusetts,1,trust,13.16
Massachusetts,1,Anxiety,19.73
Massachusetts,1,Depression,15.75
Massachusetts,1,covid_cases,0.42
Massachusetts,1,covid_deaths,0.76
Michigan,1,anger,4.64
Michigan,1,anticipation,9.29
Michigan,1,disgust,0.93
Michigan,1,fear,11.15
Michigan,1,joy,6.81
Michigan,1,negative,18.58
Michigan,1,positive,22.29
Michigan,1,sadness,6.19
Michigan,1,surprise,3.1
Michigan,1,trust,17.03
Michigan,1,Anxiety,16.93
Michigan,1,Depression,14.09
Michigan,1,covid_cases,0.22
Michigan,1,covid_deaths,0.81
Minnesota,1,anger,6.38
Minnesota,1,anticipation,9.26
Minnesota,1,disgust,2.26
Minnesota,1,fear,8.85
Minnesota,1,joy,6.58
Minnesota,1,negative,18.93
Minnesota,1,positive,23.05
Minnesota,1,sadness,6.79
Minnesota,1,surprise,4.12
Minnesota,1,trust,13.79
Minnesota,1,Anxiety,18.25
Minnesota,1,Depression,14.64
Minnesota,1,covid_cases,0.04
Minnesota,1,covid_deaths,0.2
Mississippi,1,anger,4.12
Mississippi,1,anticipation,9.28
Mississippi,1,disgust,3.61
Mississippi,1,fear,11.34
Mississippi,1,joy,8.25
Mississippi,1,negative,12.89
Mississippi,1,positive,25.26
Mississippi,1,sadness,6.7
Mississippi,1,surprise,2.58
Mississippi,1,trust,15.98
Mississippi,1,Anxiety,17.08
Mississippi,1,Depression,14.74
Mississippi,1,covid_cases,0.09
Mississippi,1,covid_deaths,0.16
Missouri,1,anger,4.02
Missouri,1,anticipation,12.43
Missouri,1,disgust,2.93
Missouri,1,fear,10.42
Missouri,1,joy,6.22
Missouri,1,negative,14.99
Missouri,1,positive,23.95
Missouri,1,sadness,7.86
Missouri,1,surprise,4.2
Missouri,1,trust,12.98
Missouri,1,Anxiety,19.87
Missouri,1,Depression,16.53
Missouri,1,covid_cases,0.06
Missouri,1,covid_deaths,0.16
Montana,1,anger,1.74
Montana,1,anticipation,15.12
Montana,1,disgust,0
Montana,1,fear,10.47
Montana,1,joy,7.56
Montana,1,negative,8.14
Montana,1,positive,34.88
Montana,1,sadness,5.23
Montana,1,surprise,1.16
Montana,1,trust,15.7
Montana,1,Anxiety,13.36
Montana,1,Depression,10.82
Montana,1,covid_cases,0.02
Montana,1,covid_deaths,0.05
Nebraska,1,anger,2.65
Nebraska,1,anticipation,6.19
Nebraska,1,disgust,0.88
Nebraska,1,fear,7.08
Nebraska,1,joy,9.73
Nebraska,1,negative,12.39
Nebraska,1,positive,31.86
Nebraska,1,sadness,5.31
Nebraska,1,surprise,2.65
Nebraska,1,trust,21.24
Nebraska,1,Anxiety,16.55
Nebraska,1,Depression,13.88
Nebraska,1,covid_cases,0.09
Nebraska,1,covid_deaths,0.13
Nevada,1,anger,4.43
Nevada,1,anticipation,10.26
Nevada,1,disgust,2.21
Nevada,1,fear,10.87
Nevada,1,joy,7.85
Nevada,1,negative,14.08
Nevada,1,positive,24.75
Nevada,1,sadness,8.65
Nevada,1,surprise,2.21
Nevada,1,trust,14.69
Nevada,1,Anxiety,20.57
Nevada,1,Depression,17.68
Nevada,1,covid_cases,0.07
Nevada,1,covid_deaths,0.2
New Hampshire,1,anger,4.61
New Hampshire,1,anticipation,13.82
New Hampshire,1,disgust,0.66
New Hampshire,1,fear,13.16
New Hampshire,1,joy,5.26
New Hampshire,1,negative,12.5
New Hampshire,1,positive,24.34
New Hampshire,1,sadness,5.92
New Hampshire,1,surprise,3.29
New Hampshire,1,trust,16.45
New Hampshire,1,Anxiety,13.77
New Hampshire,1,Depression,11.12
New Hampshire,1,covid_cases,0.12
New Hampshire,1,covid_deaths,0.24
New Jersey,1,anger,4.84
New Jersey,1,anticipation,11.29
New Jersey,1,disgust,2.15
New Jersey,1,fear,9.68
New Jersey,1,joy,5.91
New Jersey,1,negative,15.59
New Jersey,1,positive,22.58
New Jersey,1,sadness,6.45
New Jersey,1,surprise,5.91
New Jersey,1,trust,15.59
New Jersey,1,Anxiety,19.5
New Jersey,1,Depression,15.86
New Jersey,1,covid_cases,0.57
New Jersey,1,covid_deaths,1.01
New Mexico,1,anger,3.78
New Mexico,1,anticipation,9.53
New Mexico,1,disgust,1.8
New Mexico,1,fear,9.89
New Mexico,1,joy,7.19
New Mexico,1,negative,14.21
New Mexico,1,positive,26.26
New Mexico,1,sadness,7.73
New Mexico,1,surprise,3.6
New Mexico,1,trust,16.01
New Mexico,1,Anxiety,20.54
New Mexico,1,Depression,17.42
New Mexico,1,covid_cases,0.08
New Mexico,1,covid_deaths,0.14
New York,1,anger,5.19
New York,1,anticipation,8.15
New York,1,disgust,4.44
New York,1,fear,12.59
New York,1,joy,4.44
New York,1,negative,17.78
New York,1,positive,17.04
New York,1,sadness,12.59
New York,1,surprise,3.7
New York,1,trust,14.07
New York,1,Anxiety,18.32
New York,1,Depression,15.18
New York,1,covid_cases,0.71
New York,1,covid_deaths,1.66
North Carolina,1,anger,3.6
North Carolina,1,anticipation,8.11
North Carolina,1,disgust,0.9
North Carolina,1,fear,16.22
North Carolina,1,joy,4.95
North Carolina,1,negative,15.77
North Carolina,1,positive,23.42
North Carolina,1,sadness,10.36
North Carolina,1,surprise,2.7
North Carolina,1,trust,13.96
North Carolina,1,Anxiety,17.02
North Carolina,1,Depression,13.93
North Carolina,1,covid_cases,0.05
North Carolina,1,covid_deaths,0.13
North Dakota,1,anger,4
North Dakota,1,anticipation,8
North Dakota,1,disgust,2.4
North Dakota,1,fear,7.2
North Dakota,1,joy,6.4
North Dakota,1,negative,12.8
North Dakota,1,positive,32.8
North Dakota,1,sadness,6.4
North Dakota,1,surprise,2.4
North Dakota,1,trust,17.6
North Dakota,1,Anxiety,12.91
North Dakota,1,Depression,10.64
North Dakota,1,covid_cases,0.04
North Dakota,1,covid_deaths,0.06
Ohio,1,anger,4.84
Ohio,1,anticipation,11.29
Ohio,1,disgust,3.76
Ohio,1,fear,10.75
Ohio,1,joy,3.76
Ohio,1,negative,19.35
Ohio,1,positive,20.97
Ohio,1,sadness,10.22
Ohio,1,surprise,4.84
Ohio,1,trust,10.22
Ohio,1,Anxiety,16.62
Ohio,1,Depression,14.04
Ohio,1,covid_cases,0.08
Ohio,1,covid_deaths,0.22
Oklahoma,1,anger,4.82
Oklahoma,1,anticipation,10.04
Oklahoma,1,disgust,2.41
Oklahoma,1,fear,9.24
Oklahoma,1,joy,7.63
Oklahoma,1,negative,15.66
Oklahoma,1,positive,25.7
Oklahoma,1,sadness,8.03
Oklahoma,1,surprise,2.41
Oklahoma,1,trust,14.06
Oklahoma,1,Anxiety,21.33
Oklahoma,1,Depression,17.97
Oklahoma,1,covid_cases,0.04
Oklahoma,1,covid_deaths,0.17
Oregon,1,anger,6.93
Oregon,1,anticipation,7.79
Oregon,1,disgust,3.03
Oregon,1,fear,7.36
Oregon,1,joy,6.93
Oregon,1,negative,14.29
Oregon,1,positive,19.48
Oregon,1,sadness,7.36
Oregon,1,surprise,8.23
Oregon,1,trust,18.61
Oregon,1,Anxiety,22.1
Oregon,1,Depression,18.56
Oregon,1,covid_cases,0.06
Oregon,1,covid_deaths,0.18
Pennsylvania,1,anger,7.02
Pennsylvania,1,anticipation,8.99
Pennsylvania,1,disgust,4.39
Pennsylvania,1,fear,13.6
Pennsylvania,1,joy,3.95
Pennsylvania,1,negative,16.89
Pennsylvania,1,positive,19.74
Pennsylvania,1,sadness,8.77
Pennsylvania,1,surprise,4.61
Pennsylvania,1,trust,12.06
Pennsylvania,1,Anxiety,18.37
Pennsylvania,1,Depression,15.3
Pennsylvania,1,covid_cases,0.2
Pennsylvania,1,covid_deaths,0.4
Rhode Island,1,anger,4.79
Rhode Island,1,anticipation,10.96
Rhode Island,1,disgust,2.74
Rhode Island,1,fear,10.96
Rhode Island,1,joy,7.53
Rhode Island,1,negative,12.33
Rhode Island,1,positive,26.03
Rhode Island,1,sadness,8.22
Rhode Island,1,surprise,4.79
Rhode Island,1,trust,11.64
Rhode Island,1,Anxiety,16.67
Rhode Island,1,Depression,13.32
Rhode Island,1,covid_cases,0.27
Rhode Island,1,covid_deaths,0.42
South Carolina,1,anger,2.67
South Carolina,1,anticipation,11.23
South Carolina,1,disgust,2.14
South Carolina,1,fear,11.76
South Carolina,1,joy,3.74
South Carolina,1,negative,16.04
South Carolina,1,positive,24.6
South Carolina,1,sadness,8.56
South Carolina,1,surprise,2.14
South Carolina,1,trust,17.11
South Carolina,1,Anxiety,15.35
South Carolina,1,Depression,12.83
South Carolina,1,covid_cases,0.05
South Carolina,1,covid_deaths,0.11
South Dakota,1,anger,3.53
South Dakota,1,anticipation,10
South Dakota,1,disgust,0.59
South Dakota,1,fear,7.65
South Dakota,1,joy,6.47
South Dakota,1,negative,11.76
South Dakota,1,positive,31.76
South Dakota,1,sadness,5.29
South Dakota,1,surprise,3.53
South Dakota,1,trust,19.41
South Dakota,1,Anxiety,18.37
South Dakota,1,Depression,14.78
South Dakota,1,covid_cases,0.09
South Dakota,1,covid_deaths,0.04
Tennessee,1,anger,3.37
Tennessee,1,anticipation,5.62
Tennessee,1,disgust,1.12
Tennessee,1,fear,12.36
Tennessee,1,joy,6.74
Tennessee,1,negative,11.24
Tennessee,1,positive,30.34
Tennessee,1,sadness,6.74
Tennessee,1,surprise,3.37
Tennessee,1,trust,19.1
Tennessee,1,Anxiety,18.87
Tennessee,1,Depression,15.92
Tennessee,1,covid_cases,0.06
Tennessee,1,covid_deaths,0.08
Utah,1,anger,2.94
Utah,1,anticipation,10
Utah,1,disgust,3.53
Utah,1,fear,10
Utah,1,joy,5.29
Utah,1,negative,17.06
Utah,1,positive,27.06
Utah,1,sadness,6.47
Utah,1,surprise,3.53
Utah,1,trust,14.12
Utah,1,Anxiety,18.67
Utah,1,Depression,15.69
Utah,1,covid_cases,0.05
Utah,1,covid_deaths,0.1
Vermont,1,anger,5.94
Vermont,1,anticipation,7.08
Vermont,1,disgust,6.62
Vermont,1,fear,11.64
Vermont,1,joy,4.34
Vermont,1,negative,18.49
Vermont,1,positive,18.95
Vermont,1,sadness,10.5
Vermont,1,surprise,3.42
Vermont,1,trust,13.01
Vermont,1,Anxiety,13.52
Vermont,1,Depression,10.92
Vermont,1,covid_cases,0.2
Vermont,1,covid_deaths,0.9
Virginia,1,anger,5.62
Virginia,1,anticipation,12.36
Virginia,1,disgust,4.49
Virginia,1,fear,5.62
Virginia,1,joy,7.87
Virginia,1,negative,14.61
Virginia,1,positive,19.1
Virginia,1,sadness,7.87
Virginia,1,surprise,6.74
Virginia,1,trust,15.73
Virginia,1,Anxiety,16.65
Virginia,1,Depression,13.73
Virginia,1,covid_cases,0.11
Virginia,1,covid_deaths,0.24
Washington,1,anger,3.55
Washington,1,anticipation,9.22
Washington,1,disgust,2.13
Washington,1,fear,9.22
Washington,1,joy,9.22
Washington,1,negative,14.18
Washington,1,positive,24.82
Washington,1,sadness,8.51
Washington,1,surprise,2.13
Washington,1,trust,17.02
Washington,1,Anxiety,19.43
Washington,1,Depression,16.33
Washington,1,covid_cases,0.16
Washington,1,covid_deaths,0.6
West Virginia,1,anger,1.59
West Virginia,1,anticipation,14.04
West Virginia,1,disgust,0.96
West Virginia,1,fear,12.12
West Virginia,1,joy,7.97
West Virginia,1,negative,10.53
West Virginia,1,positive,26.16
West Virginia,1,sadness,5.9
West Virginia,1,surprise,2.87
West Virginia,1,trust,17.86
West Virginia,1,Anxiety,16.49
West Virginia,1,Depression,14.17
West Virginia,1,covid_cases,0.04
West Virginia,1,covid_deaths,0.08
Wisconsin,1,anger,6.11
Wisconsin,1,anticipation,12.98
Wisconsin,1,disgust,1.27
Wisconsin,1,fear,12.98
Wisconsin,1,joy,2.29
Wisconsin,1,negative,13.74
Wisconsin,1,positive,28.75
Wisconsin,1,sadness,8.65
Wisconsin,1,surprise,3.31
Wisconsin,1,trust,9.92
Wisconsin,1,Anxiety,16.95
Wisconsin,1,Depression,13.96
Wisconsin,1,covid_cases,0.05
Wisconsin,1,covid_deaths,0.19
Wyoming,1,anger,6.98
Wyoming,1,anticipation,9.3
Wyoming,1,disgust,0
Wyoming,1,fear,4.65
Wyoming,1,joy,9.3
Wyoming,1,negative,13.95
Wyoming,1,positive,27.91
Wyoming,1,sadness,2.33
Wyoming,1,surprise,4.65
Wyoming,1,trust,20.93
Wyoming,1,Anxiety,16.12
Wyoming,1,Depression,13.4
Wyoming,1,covid_cases,0.04
Wyoming,1,covid_deaths,0.05
Alabama,2,anger,3.92
Alabama,2,anticipation,8.82
Alabama,2,disgust,2.94
Alabama,2,fear,8.82
Alabama,2,joy,8.82
Alabama,2,negative,7.84
Alabama,2,positive,31.37
Alabama,2,sadness,5.88
Alabama,2,surprise,3.92
Alabama,2,trust,17.65
Alabama,2,Anxiety,31.71
Alabama,2,Depression,27.44
Alabama,2,covid_cases,0.04
Alabama,2,covid_deaths,0.08
Alaska,2,anger,4.98
Alaska,2,anticipation,7.24
Alaska,2,disgust,3.62
Alaska,2,fear,14.03
Alaska,2,joy,4.07
Alaska,2,negative,16.74
Alaska,2,positive,22.17
Alaska,2,sadness,9.5
Alaska,2,surprise,1.81
Alaska,2,trust,15.84
Alaska,2,Anxiety,30.66
Alaska,2,Depression,25.79
Alaska,2,covid_cases,0.01
Alaska,2,covid_deaths,0.05
Arizona,2,anger,2.6
Arizona,2,anticipation,8.66
Arizona,2,disgust,0.87
Arizona,2,fear,12.12
Arizona,2,joy,6.93
Arizona,2,negative,16.02
Arizona,2,positive,25.11
Arizona,2,sadness,6.93
Arizona,2,surprise,0.43
Arizona,2,trust,20.35
Arizona,2,Anxiety,33.4
Arizona,2,Depression,28.51
Arizona,2,covid_cases,0.03
Arizona,2,covid_deaths,0.07
Arkansas,2,anger,4.8
Arkansas,2,anticipation,9.96
Arkansas,2,disgust,2.95
Arkansas,2,fear,9.23
Arkansas,2,joy,6.64
Arkansas,2,negative,18.45
Arkansas,2,positive,23.25
Arkansas,2,sadness,7.01
Arkansas,2,surprise,3.69
Arkansas,2,trust,14.02
Arkansas,2,Anxiety,32.88
Arkansas,2,Depression,28.04
Arkansas,2,covid_cases,0.02
Arkansas,2,covid_deaths,0.03
California,2,anger,4.5
California,2,anticipation,11.58
California,2,disgust,2.57
California,2,fear,13.5
California,2,joy,4.5
California,2,negative,17.36
California,2,positive,18.33
California,2,sadness,11.9
California,2,surprise,4.18
California,2,trust,11.58
California,2,Anxiety,38.65
California,2,Depression,32.52
California,2,covid_cases,0.04
California,2,covid_deaths,0.1
Colorado,2,anger,5.8
Colorado,2,anticipation,10.51
Colorado,2,disgust,2.9
Colorado,2,fear,12.32
Colorado,2,joy,5.07
Colorado,2,negative,13.41
Colorado,2,positive,23.91
Colorado,2,sadness,8.33
Colorado,2,surprise,3.26
Colorado,2,trust,14.49
Colorado,2,Anxiety,34.98
Colorado,2,Depression,28.76
Colorado,2,covid_cases,0.08
Colorado,2,covid_deaths,0.3
Connecticut,2,anger,6.99
Connecticut,2,anticipation,6.29
Connecticut,2,disgust,4.9
Connecticut,2,fear,16.08
Connecticut,2,joy,2.1
Connecticut,2,negative,19.58
Connecticut,2,positive,14.69
Connecticut,2,sadness,5.59
Connecticut,2,surprise,3.5
Connecticut,2,trust,20.28
Connecticut,2,Anxiety,34.44
Connecticut,2,Depression,27.68
Connecticut,2,covid_cases,0.22
Connecticut,2,covid_deaths,0.65
Delaware,2,anger,4.65
Delaware,2,anticipation,10.47
Delaware,2,disgust,3.2
Delaware,2,fear,9.3
Delaware,2,joy,3.78
Delaware,2,negative,12.5
Delaware,2,positive,27.33
Delaware,2,sadness,5.23
Delaware,2,surprise,3.49
Delaware,2,trust,20.06
Delaware,2,Anxiety,24.16
Delaware,2,Depression,19.96
Delaware,2,covid_cases,0.14
Delaware,2,covid_deaths,0.27
Florida,2,anger,3.12
Florida,2,anticipation,12.5
Florida,2,disgust,0
Florida,2,fear,12.5
Florida,2,joy,15.62
Florida,2,negative,9.38
Florida,2,positive,21.88
Florida,2,sadness,3.12
Florida,2,surprise,0
Florida,2,trust,21.88
Florida,2,Anxiety,31.52
Florida,2,Depression,26.15
Florida,2,covid_cases,0.04
Florida,2,covid_deaths,0.1
Georgia,2,anger,13.43
Georgia,2,anticipation,0
Georgia,2,disgust,5.97
Georgia,2,fear,22.39
Georgia,2,joy,0
Georgia,2,negative,28.36
Georgia,2,positive,7.46
Georgia,2,sadness,11.94
Georgia,2,surprise,2.99
Georgia,2,trust,7.46
Georgia,2,Anxiety,31.31
Georgia,2,Depression,26.09
Georgia,2,covid_cases,0.06
Georgia,2,covid_deaths,0.15
Hawaii,2,anger,11.11
Hawaii,2,anticipation,3.7
Hawaii,2,disgust,3.7
Hawaii,2,fear,18.52
Hawaii,2,joy,1.85
Hawaii,2,negative,24.07
Hawaii,2,positive,12.96
Hawaii,2,sadness,9.26
Hawaii,2,surprise,1.85
Hawaii,2,trust,12.96
Hawaii,2,Anxiety,27.81
Hawaii,2,Depression,23.19
Hawaii,2,covid_cases,0.03
Hawaii,2,covid_deaths,0.07
Illinois,2,anger,2.29
Illinois,2,anticipation,12.39
Illinois,2,disgust,1.83
Illinois,2,fear,11.93
Illinois,2,joy,7.34
Illinois,2,negative,16.06
Illinois,2,positive,21.56
Illinois,2,sadness,9.17
Illinois,2,surprise,3.21
Illinois,2,trust,14.22
Illinois,2,Anxiety,33.21
Illinois,2,Depression,27.26
Illinois,2,covid_cases,0.12
Illinois,2,covid_deaths,0.27
Indiana,2,anger,2.63
Indiana,2,anticipation,7.89
Indiana,2,disgust,2.63
Indiana,2,fear,7.89
Indiana,2,joy,6.14
Indiana,2,negative,14.91
Indiana,2,positive,35.96
Indiana,2,sadness,5.26
Indiana,2,surprise,0.88
Indiana,2,trust,15.79
Indiana,2,Anxiety,33.85
Indiana,2,Depression,28.74
Indiana,2,covid_cases,0.07
Indiana,2,covid_deaths,0.24
Iowa,2,anger,7.58
Iowa,2,anticipation,11.36
Iowa,2,disgust,3.03
Iowa,2,fear,9.85
Iowa,2,joy,7.58
Iowa,2,negative,12.88
Iowa,2,positive,27.27
Iowa,2,sadness,4.55
Iowa,2,surprise,0.76
Iowa,2,trust,15.15
Iowa,2,Anxiety,30.62
Iowa,2,Depression,25.21
Iowa,2,covid_cases,0.07
Iowa,2,covid_deaths,0.1
Kansas,2,anger,3.43
Kansas,2,anticipation,10.86
Kansas,2,disgust,1.14
Kansas,2,fear,9.14
Kansas,2,joy,6.29
Kansas,2,negative,14.29
Kansas,2,positive,27.43
Kansas,2,sadness,3.43
Kansas,2,surprise,2.86
Kansas,2,trust,21.14
Kansas,2,Anxiety,34.96
Kansas,2,Depression,29.03
Kansas,2,covid_cases,0.05
Kansas,2,covid_deaths,0.08
Kentucky,2,anger,4.83
Kentucky,2,anticipation,6.28
Kentucky,2,disgust,3.86
Kentucky,2,fear,13.04
Kentucky,2,joy,6.28
Kentucky,2,negative,20.29
Kentucky,2,positive,15.94
Kentucky,2,sadness,10.63
Kentucky,2,surprise,3.86
Kentucky,2,trust,14.98
Kentucky,2,Anxiety,31.63
Kentucky,2,Depression,26.69
