state,week,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,response,percentage
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Anxiety,19.0107223476298
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Depression,15.631489841986456
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Covid Cases,0.135715538746738
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Covid Deaths,0.501406220959732
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Negative,8.78316559926807
Colorado,1,8.14977973568282,4.968944099378882,4.225352112676056,8.549222797927461,5.1923076923076925,8.00711743772242,3.0837004405286343,6.082725060827251,Positive,6.65352390340069
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Anxiety,21.731172545281225
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Depression,17.470924690181125
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Covid Cases,0.394061593335676
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Covid Deaths,1.03861869181181
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Negative,3.2351721277478225
Connecticut,1,3.1026252983293556,3.472770323599053,4.1116005873715125,3.076062639821029,2.33160621761658,3.00820419325433,2.8776978417266186,2.9914529914529915,Positive,2.9411764705882355
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Anxiety,13.274308300395257
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Depression,10.968379446640316
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Covid Cases,0.20804557542875
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Covid Deaths,0.382971695191692
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Negative,4.245709123757904
Delaware,1,2.4970273483947683,4.146341463414634,3.0737704918032787,4.3119847812301835,2.982456140350877,4.672057502246181,3.703703703703704,3.839122486288848,Positive,3.9890301670406383
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Anxiety,19.663145982648057
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Depression,16.31384383251603
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Covid Cases,0.0651913625063865
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Covid Deaths,0.147643724679731
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Negative,1.1377245508982037
Florida,1,0.5625879043600562,1.4992503748125936,0,0.7239819004524887,1.1261261261261262,0.723589001447178,0.7692307692307693,1.4166666666666667,Positive,1.6513761467889907
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Anxiety,17.589988751406075
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Depression,14.65973003374578
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Covid Cases,0.10401757578438
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Covid Deaths,0.246846434108541
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Negative,2.0788530465949826
Georgia,1,1.7421602787456445,2.459016393442623,1.2383900928792573,2.373247033441208,2.4640657084188913,1.8465909090909092,3.9867109634551494,1.6773162939297124,Positive,1.7241379310344829
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Anxiety,19.630105017502917
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Depression,16.36872812135356
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Covid Cases,0.0706307897737837
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Covid Deaths,0.141793690180787
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Negative,3.6496350364963503
Hawaii,1,3.125,3.117505995203837,3.4782608695652173,4.129793510324483,4.471544715447155,4.20353982300885,4.733727810650888,4.273504273504273,Positive,4.154002026342452
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Anxiety,15.322860962566844
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Depression,12.683823529411764
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Covid Cases,0.0480612089278451
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Covid Deaths,0.13525644240964
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Negative,0.7532956685499058
Idaho,1,1.183431952662722,1.7699115044247788,0,1.3157894736842106,3.070175438596491,1.0638297872340423,1.1904761904761905,2.34375,Positive,2.7081243731193583
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Anxiety,20.9769820971867
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Depression,17.218670076726344
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Covid Cases,0.176014123183674
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Covid Deaths,0.395459650624303
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Negative,1.8909899888765296
Illinois,1,1.3864818024263432,1.7313432835820894,1.6025641025641026,2.5627044711014175,1.8446601941747576,1.8711018711018712,1.1904761904761905,1.7543859649122806,Positive,2.2613726005784907
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Anxiety,21.12274678111588
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Depression,17.935622317596568
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Covid Cases,0.111942380147403
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Covid Deaths,0.365205887129463
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Negative,6.527651858567543
Indiana,1,4.918032786885246,6.769230769230769,2.525252525252525,7.506361323155216,4.7281323877068555,5.338078291814948,3.0927835051546393,5.201863354037267,Positive,5.537459283387622
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Anxiety,16.925893635571054
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Depression,13.933740191804707
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Covid Cases,0.087013660874326
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Covid Deaths,0.119624045796795
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Negative,3.5023041474654377
Iowa,1,4.063205417607223,4.6476761619190405,3.508771929824561,4.748603351955308,5.934065934065934,3.883495145631068,4.0201005025125625,4.929051530993279,Positive,5.446853516657853
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Anxiety,21.07751196172249
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Depression,17.50334928229665
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Covid Cases,0.0596882131673316
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Covid Deaths,0.131154148875991
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Negative,5.763688760806916
Kansas,1,3.937007874015748,4.743083003952569,0,8.045977011494253,5,6.896551724137931,0,4.49438202247191,Positive,5.831265508684863
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Anxiety,16.936244541484715
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Depression,14.28646288209607
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Covid Cases,0.0472687497605568
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Covid Deaths,0.175936984570923
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Negative,3.097893432465923
Kentucky,1,2.2435897435897436,3.488372093023256,0.5,2.6,2.641509433962264,1.8072289156626504,2.247191011235955,2.5806451612903225,Positive,2.821011673151751
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Anxiety,22.03542857142857
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Depression,18.864
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Covid Cases,0.248152990346086
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Covid Deaths,0.707797680596033
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Negative,4.042179261862917
Louisiana,1,2.5943396226415096,4.029850746268656,2.6548672566371683,4.352941176470588,3.76940133037694,3.8602941176470593,3.4334763948497855,4.046242774566474,Positive,5.011520737327189
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Anxiety,12.417102966841188
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Depression,9.924083769633508
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Covid Cases,0.0899286751109684
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Covid Deaths,0.320784891219217
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Negative,1.7114914425427872
Maine,1,3,2.6153846153846154,3.2051282051282053,2.8391167192429023,2.380952380952381,2.132701421800948,3.409090909090909,3.084577114427861,Positive,3.785103785103785
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Anxiety,18.587128111718275
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Depression,15.198542805100182
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Covid Cases,0.223428647501423
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Covid Deaths,0.502466193468949
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Negative,1.37221269296741
Maryland,1,1.6,2.0053475935828877,0.4065040650406504,1.089588377723971,2.62582056892779,0.9652509652509652,2.2140221402214024,1.4962593516209477,Positive,2.4498886414253898
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Anxiety,19.730707823310272
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Depression,15.753060138371474
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Covid Cases,0.42342756112954
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Covid Deaths,0.76459014712073
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Negative,3.3848176141965167
Massachusetts,1,3.089430894308943,3.25,4.023845007451565,2.9931305201177625,3.8026721479958896,3.3933518005540164,5.0359712230215825,3.5870516185476817,Positive,4.064587973273942
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Anxiety,16.928280773143438
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Depression,14.091556459816887
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Covid Cases,0.218880469819841
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Covid Deaths,0.808816643162272
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Negative,4.491017964071856
Michigan,1,3.416856492027335,3.1914893617021276,1.5706806282722514,4.081632653061225,3.34855403348554,2.932551319648094,2.9761904761904763,4.138449962377727,Positive,3.2891731384193696
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Anxiety,18.249490142760028
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Depression,14.636301835486064
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Covid Cases,0.0412188964051988
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Covid Deaths,0.202633955620591
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Negative,5.099778270509978
Minnesota,1,4.223433242506812,4.277566539923955,3.703703703703704,3.5684647302904566,4.783258594917788,3.3033033033033035,4.88997555012225,4.112952731737262,Positive,4.71976401179941
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Anxiety,17.080856123662308
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Depression,14.74435196195006
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Covid Cases,0.0907384767374529
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Covid Deaths,0.15544568180768
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Negative,3.136762860727729
Mississippi,1,2.476780185758514,3.3834586466165413,3.4482758620689653,3.672787979966611,4.456824512534819,3.282828282828283,3.225806451612903,3.3369214208826694,Positive,3.626943005181347
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Anxiety,19.870242214532873
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Depression,16.532006920415224
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Covid Cases,0.056973391240664
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Covid Deaths,0.162168977796143
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Negative,5.578231292517007
Missouri,1,3.9145907473309607,7.09812108559499,5.2631578947368425,5.48604427333975,6.028368794326241,5.584415584415584,8.333333333333334,4.28743961352657,Positive,5.574468085106383
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Anxiety,13.363333333333332
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Depression,10.816666666666666
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Covid Cases,0.0193412216046401
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Covid Deaths,0.0477014903688996
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Negative,1.9444444444444444
Montana,1,1.1278195488721805,5.273833671399594,0,3.665987780040733,3.3766233766233764,2.6548672566371683,1.6260162601626016,2.9572836801752462,Positive,4.40852314474651
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Anxiety,16.552816901408452
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Depression,13.879401408450704
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Covid Cases,0.0880639928120802
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Covid Deaths,0.126866399921928
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Negative,7
Nebraska,1,6.25,4.929577464788732,4.166666666666667,5.555555555555555,8.208955223880597,6,9.375,8.053691275167786,Positive,8.80195599022005
Nevada,1,2.696078431372549,3.165735567970205,2.8497409326424874,2.985074626865672,3.220478943022296,3.2724505327245055,2.67639902676399,2.8933808957590172,Anxiety,20.57388316151203
Nevada,1,2.696078431372549,3.165735567970205,2.8497409326424874,2.985074626865672,3.220478943022296,3.2724505327245055,2.67639902676399,2.8933808957590172,Depression,17.67611683848797
